거래금액,거래유형,건축년도,년,법정동,아파트,월,일,전용면적,중개사소재지,지번,지역코드,층,해제사유발생일,해제여부
"     162,000", ,2002,2021, 역삼동,경남아너스빌,8,1,84.688, ,722,11680,13, , 
"      25,000", ,2003,2021, 역삼동,우림루미아트2,8,2,23.9, ,706-10,11680,4, , 
"     159,000", ,2005,2021, 역삼동,역삼동월드메르디앙,8,3,84.53, ,795-41,11680,3, , 
"      30,500", ,2002,2021, 역삼동,대우디오빌,8,3,30.03, ,720-25,11680,18, , 
"      18,000", ,2012,2021, 역삼동,대명벨리온,8,3,17.684, ,727-2,11680,3,21.08.05,O
"      18,000", ,2012,2021, 역삼동,대명벨리온,8,3,17.684, ,727-2,11680,3, , 
"      19,300", ,2014,2021, 역삼동,이스턴오피스텔,8,4,14.92, ,735-15,11680,12, , 
"     149,500", ,2021,2021, 역삼동,시티프라디움더강남201동,8,5,70.54, ,901,11680,17, , 
"     164,700", ,2002,2021, 역삼동,경남아너스빌,8,6,84.932, ,722,11680,17, , 
"      55,000", ,2004,2021, 역삼동,우정에쉐르멤버스,8,7,36.19, ,708-31,11680,5, , 
"     265,000", ,2006,2021, 역삼동,역삼푸르지오,8,7,84.9097, ,754-1,11680,9, , 
"     197,000", ,2010,2021, 역삼동,래미안그레이튼(진달래2차),8,7,59.91, ,762-3,11680,16, , 
"      33,000", ,2001,2021, 역삼동,한화진넥스빌,8,7,34.82, ,706-20,11680,20, , 
"     230,000", ,2006,2021, 역삼동,개나리래미안,8,7,84.93, ,754,11680,13, , 
"     185,000", ,1998,2021, 역삼동,동부센트레빌,8,7,59.97, ,716,11680,8, , 
"     206,500", ,2005,2021, 역삼동,e-편한세상,8,7,59.606, ,755-4,11680,12, , 
"     200,000", ,1997,2021, 역삼동,대림역삼,8,9,84.96, ,761-10,11680,6, , 
"     196,000", ,2005,2021, 역삼동,역삼래미안,8,10,59.53, ,757,11680,10, , 
"      54,900", ,2004,2021, 역삼동,우정에쉐르멤버스,8,11,36.19, ,708-31,11680,9, , 
"     160,000", ,2002,2021, 역삼동,경남아너스빌,8,14,81.013, ,722,11680,11, , 
"     196,000", ,2005,2021, 역삼동,역삼래미안,8,14,59.53, ,757,11680,18, , 
"      45,000", ,2004,2021, 역삼동,대우디오빌플러스,8,16,43.99, ,824-25,11680,12, , 
"     280,000", ,2012,2021, 역삼동,개나리SK뷰,8,17,84.99, ,716-3,11680,18, , 
"     194,000", ,2005,2021, 역삼동,역삼래미안,8,18,59.65, ,757,11680,1, , 
"      22,000", ,2003,2021, 역삼동,진넥스빌2,8,19,23.85, ,706-24,11680,6, , 
"     300,000", ,2001,2021, 역삼동,현대까르띠에710,8,20,149.7, ,710,11680,2, , 
"     309,500", ,2010,2021, 역삼동,래미안그레이튼(진달래2차),8,23,105.89, ,762-3,11680,18, , 
"     215,000", ,2010,2021, 역삼동,래미안그레이튼(진달래2차),8,24,59.78, ,762-3,11680,16, , 
"     280,000", ,2014,2021, 역삼동,테헤란아이파크,8,28,84.641, ,709-5,11680,6, , 
"     259,000", ,2011,2021, 역삼동,래미안그레이튼(진달래2차),8,30,84.87, ,762-3,11680,12, , 
"     126,000", ,2003,2021, 역삼동,세방하이빌1,8,30,59.77, ,771-4,11680,13, , 
"     169,000", ,1992,2021, 개포동,성원대치2단지아파트,8,1,49.86, ,12,11680,10, , 
"     119,500", ,1992,2021, 개포동,성원대치2단지아파트,8,4,33.18, ,12,11680,3, , 
"     119,500", ,1992,2021, 개포동,성원대치2단지아파트,8,4,33.18, ,12,11680,3,21.11.12,O
"     141,000", ,1992,2021, 개포동,성원대치2단지아파트,8,6,39.53, ,12,11680,9, , 
"     142,000", ,1992,2021, 개포동,삼익대청아파트,8,7,39.53, ,12,11680,8, , 
"     289,000", ,2019,2021, 개포동,래미안블레스티지,8,7,84.94, ,1280,11680,19, , 
"     390,000", ,1986,2021, 개포동,현대아파트3,8,10,163.85, ,177,11680,4, , 
"     200,000", ,1987,2021, 개포동,개포6차우성아파트1동~8동,8,11,79.97, ,658-1,11680,3, , 
"     227,000", ,2019,2021, 개포동,래미안블레스티지,8,14,59.967, ,1280,11680,10, , 
"     224,500", ,2019,2021, 개포동,래미안블레스티지,8,16,59.967, ,1280,11680,4, , 
"     250,000", ,2020,2021, 개포동,개포래미안포레스트,8,17,74.66, ,1282,11680,11, , 
"     233,000", ,2019,2021, 개포동,디에이치아너힐즈,8,17,59.8732, ,138,11680,4, , 
"     170,000", ,1992,2021, 개포동,성원대치2단지아파트,8,18,49.86, ,12,11680,4, , 
"     254,000", ,2004,2021, 개포동,개포자이,8,19,134.3, ,12-2,11680,1, , 
"     219,000", ,2019,2021, 개포동,래미안블레스티지,8,19,59.897, ,1280,11680,4,21.09.13,O
"     219,000", ,2019,2021, 개포동,래미안블레스티지,8,19,59.897, ,1280,11680,4, , 
"     280,000", ,1983,2021, 개포동,개포주공7단지,8,20,83.7, ,185,11680,2, , 
"     225,000", ,2019,2021, 개포동,래미안블레스티지,8,21,59.897, ,1280,11680,13, , 
"     199,500", ,2020,2021, 개포동,개포래미안포레스트,8,21,59.92, ,1282,11680,6, , 
"     254,500", ,1984,2021, 개포동,현대1차101동~106동,8,23,95.4, ,653,11680,1, , 
"      77,000", ,2001,2021, 개포동,아람손프라자/비바빌,8,25,84.96, ,1164-7,11680,5, , 
"     380,000", ,1984,2021, 개포동,경남2차,8,25,182.2, ,649,11680,10, , 
"     226,000", ,2019,2021, 개포동,디에이치아너힐즈,8,25,59.8732, ,138,11680,4, , 
"     285,000", ,2020,2021, 개포동,개포래미안포레스트,8,25,84.86, ,1282,11680,24, , 
"      77,000", ,2001,2021, 개포동,아람손프라자/비바빌,8,25,84.96, ,1164-7,11680,5, , 
"     275,000", ,1984,2021, 개포동,현대1차101동~106동,8,26,95.4, ,653,11680,8, , 
"     320,000", ,1984,2021, 개포동,현대1차101동~106동,8,28,128.62, ,653,11680,11, , 
"     125,000", ,1992,2021, 개포동,성원대치2단지아파트,8,29,33.18, ,12,11680,7, , 
"     102,000", ,1992,2021, 개포동,성원대치2단지아파트,8,30,39.53, ,12,11680,4, , 
"     230,000", ,2019,2021, 개포동,래미안블레스티지,8,31,59.967, ,1280,11680,12, , 
"     275,000", ,2020,2021, 개포동,개포래미안포레스트,8,31,84.86, ,1282,11680,5, , 
"     298,000", ,2019,2021, 개포동,래미안블레스티지,8,31,84.94, ,1280,11680,35, , 
"     400,000", ,2011,2021, 청담동,청담자이,8,4,89.356, ,134-38,11680,16,21.09.24,O
