거래금액,거래유형,건축년도,년,법정동,아파트,월,일,전용면적,중개사소재지,지번,지역코드,층,해제사유발생일,해제여부
"      26,000", ,2019,2021, 상왕십리동,센트럴큐브,10,18,19.42, ,12-47,11200,15, , 
"     175,000", ,2015,2021, 하왕십리동,텐즈힐(1단지),10,3,84.88, ,1066,11200,11, , 
"      14,000", ,2013,2021, 하왕십리동,상리제나우스,10,5,12.84, ,966-18,11200,8, , 
"     173,000", ,2016,2021, 하왕십리동,센트라스,10,6,84.96, ,1070,11200,15, , 
"     136,000", ,1996,2021, 하왕십리동,청계벽산,10,6,114.46, ,258,11200,3, , 
"     134,000", ,1996,2021, 하왕십리동,청계벽산,10,9,84.94, ,258,11200,10, , 
"      96,000", ,1996,2021, 하왕십리동,무학현대,10,9,84.675, ,992,11200,2, , 
"     183,300", ,2016,2021, 하왕십리동,센트라스,10,9,84.96, ,1070,11200,9, , 
"     172,000", ,2016,2021, 하왕십리동,센트라스,10,24,84.89, ,1070,11200,7, , 
"     140,000", ,2016,2021, 하왕십리동,왕십리KCC스위첸,10,26,84.897, ,1002,11200,10, , 
"     120,500", ,2016,2021, 하왕십리동,왕십리KCC스위첸,10,26,64.244, ,1002,11200,9, , 
"      99,000", ,2016,2021, 하왕십리동,센트라스,10,27,40.94, ,1070,11200,21, , 
"     160,000", ,2017,2021, 하왕십리동,왕십리자이,10,28,84.99, ,1071,11200,12, , 
"      65,000", ,1975,2021, 홍익동,홍익한신,10,5,69.26, ,119-1,11200,3, , 
"     128,000", ,1996,2021, 마장동,삼성,10,9,84.93, ,817,11200,13, , 
"      98,000", ,1998,2021, 마장동,현대,10,15,59.94, ,818,11200,17, , 
"     105,000", ,1996,2021, 마장동,삼성,10,16,59.76, ,817,11200,12, , 
"     110,000", ,1999,2021, 마장동,마장동중앙하이츠,10,23,84.8, ,819,11200,2,22.02.17,O
"     124,000", ,2003,2021, 행당동,서울숲 한신 더 휴,10,4,59.91, ,349,11200,7, , 
"     159,500", ,2000,2021, 행당동,행당한진타운,10,5,114.62, ,346,11200,3, , 
"     126,500", ,2003,2021, 행당동,서울숲 한신 더 휴,10,8,59.91, ,349,11200,17, , 
"     143,000", ,2000,2021, 행당동,행당한진타운,10,8,84.71, ,346,11200,13, , 
"     145,000", ,1998,2021, 행당동,서울숲삼부아파트,10,14,84.09, ,147,11200,1, , 
"     130,000", ,2009,2021, 행당동,두산위브,10,22,59.99, ,375,11200,9, , 
"     155,000", ,2003,2021, 행당동,서울숲 한신 더 휴,10,23,84.95, ,349,11200,13,22.03.30,O
"     115,000", ,2000,2021, 행당동,행당한진타운,10,23,59.96, ,346,11200,22, , 
"     155,000", ,2003,2021, 행당동,서울숲 한신 더 휴,10,23,84.95, ,349,11200,13,22.04.04,O
"     160,000", ,2000,2021, 행당동,행당한진타운,10,30,114.62, ,346,11200,9, , 
"     119,500", ,2003,2021, 응봉동,서울숲리버그린동아아파트,10,11,59.98, ,276,11200,10, , 
"     173,000", ,2001,2021, 응봉동,대림강변타운,10,12,114.88, ,15,11200,13, , 
"     205,500", ,2019,2021, 금호동1가,이편한세상금호파크힐스,10,5,116.134, ,280,11200,9, , 
"     146,000", ,2001,2021, 금호동1가,벽산,10,16,84.82, ,633,11200,3, , 
"     136,000", ,2001,2021, 금호동1가,금호삼성래미안,10,22,84.45, ,1500,11200,12, , 
