거래금액,거래유형,건축년도,년,법정동,아파트,월,일,전용면적,중개사소재지,지번,지역코드,층,해제사유발생일,해제여부
"     152,500",중개거래,2006,2022, 방배동,방배서리풀힐스,7,4,84.992,서울 서초구,915-16,11650,10, , 
"     390,000",중개거래,2009,2022, 방배동,방배롯데캐슬로제,7,7,204.41,서울 서초구,849-30,11650,8, , 
"      27,000",중개거래,2005,2022, 방배동,방배대우디오빌,7,11,28.84,경기 남양주시,866-20,11650,5, , 
"     210,000",중개거래,2001,2022, 방배동,방배2차현대홈타운,7,14,84.94,서울 서초구,2001,11650,8, , 
"     380,000",중개거래,2009,2022, 방배동,방배롯데캐슬로제,7,15,172.27,"서울 강남구, 서울 서초구",849-30,11650,10, , 
"     275,000",중개거래,2002,2022, 방배동,현대멤피스,7,26,186.53,서울 서초구,772-13,11650,8, , 
"      39,000",중개거래,2014,2022, 우면동,서초리슈빌S,7,1,31.159,서울 서초구,764,11650,3, , 
"      29,000",중개거래,2014,2022, 우면동,서초리슈빌S,7,15,30.89,서울 서초구,764,11650,5, , 
"     180,000",중개거래,1995,2022, 우면동,대림,7,16,130.89,서울 서초구,57,11650,12, , 
"     180,000",중개거래,1995,2022, 우면동,대림,7,16,130.89, ,57,11650,12,22.08.12,O
"     113,000",중개거래,2013,2022, 우면동,엘에이치서초4단지,7,25,51.89,서울 서초구,788,11650,10, , 
"     230,000",중개거래,1992,2022, 잠원동,훼미리,7,1,84.69,서울 서초구,51,11650,6,23.04.28,O
"     355,000",중개거래,2018,2022, 잠원동,신반포자이,7,2,84.92,서울 서초구,160,11650,26, , 
"     336,500",중개거래,2018,2022, 잠원동,신반포자이,7,4,84.92,서울 서초구,160,11650,13, , 
"     405,000",중개거래,2018,2022, 잠원동,아크로리버뷰신반포,7,20,78.5,서울 서초구,159,11650,11, , 
"     310,000",중개거래,2019,2022, 잠원동,래미안신반포리오센트,7,21,84.92,서울 서초구,161,11650,12, , 
"     281,000",중개거래,2002,2022, 잠원동,동아,7,23,84.91,서울 서초구,157,11650,11, , 
"     427,000",중개거래,2018,2022, 반포동,반포래미안아이파크,7,11,112.95,서울 서초구,1341,11650,4, , 
"     840,000",중개거래,2009,2022, 반포동,래미안퍼스티지,7,14,222.76,서울 서초구,18-1,11650,22,22.12.20,O
"     450,000",중개거래,1998,2022, 반포동,비버리힐즈,7,19,244.07,서울 서초구,612-28,11650,1, , 
"     295,000",중개거래,1974,2022, 반포동,에이아이디차관주택,7,28,72.51,서울 서초구,968,11650,2, , 
"      54,300",중개거래,2020,2022, 서초동,디아레나서초,7,4,27.92,서울 서초구,1588-5,11650,12, , 
"      30,000",중개거래,2004,2022, 서초동,풍림아이원플러스,7,6,34.4237,서울 서초구,1338-1,11650,11, , 
"      26,800",중개거래,2014,2022, 서초동,urbanplace,7,8,23.456,서울 서초구,1337-3,11650,7, , 
"      26,800",중개거래,2014,2022, 서초동,urbanplace,7,8,23.456,서울 서초구,1337-3,11650,7,22.08.04,O
"     171,000",중개거래,2003,2022, 서초동,서초극동스타클래스,7,9,84.3,서울 서초구,1616-10,11650,5, , 
"     175,000",중개거래,2020,2022, 서초동,서초센트럴IPARK,7,9,80.5098,서울 서초구,1582-3,11650,16, , 
"     200,000",중개거래,2001,2022, 서초동,서초삼성래미안,7,10,84.97,서울 서초구,1641-1,11650,14, , 
"     190,000",중개거래,2005,2022, 서초동,서초트레져,7,11,224.22,서울 서초구,1492-5,11650,4, , 
"     270,000",중개거래,2003,2022, 서초동,현대슈퍼빌,7,13,147.86,서울 서초구,1446-11,11650,17, , 
"      37,500",중개거래,2004,2022, 서초동,풍림아이원플러스,7,13,35.903,서울 서초구,1338-1,11650,10, , 
"     245,000",중개거래,2010,2022, 서초동,서초교대e편한세상,7,14,84.97,서울 서초구,1686-9,11650,7, , 
"     363,000",중개거래,2003,2022, 서초동,현대슈퍼빌,7,14,223.72,서울 서초구,1446-11,11650,23, , 
"      18,000",중개거래,2013,2022, 서초동,서초중흥S-클래스(도시형생활주택),7,20,20.68,서울 서초구,1451-89,11650,1, , 
"      34,700",중개거래,2004,2022, 서초동,풍림아이원플러스,7,22,34.4237,서울 서초구,1338-1,11650,10, , 
"      30,000",중개거래,2003,2022, 서초동,서초대우아이빌,7,22,35.307,서울 서초구,1675-11,11650,14, , 
"      30,000",중개거래,2002,2022, 서초동,서초동삼성쉐르빌2,7,25,35.22,서울 서초구,1330,11650,4,22.08.28,O
"      19,000",중개거래,2014,2022, 서초동,urbanplace,7,30,20.406,서울 서초구,1337-3,11650,3, , 
