거래금액,거래유형,건축년도,년,법정동,아파트,월,일,전용면적,중개사소재지,지번,지역코드,층,해제사유발생일,해제여부
"      11,500",중개거래,2011,2022, 영등포동1가,헤렌어반,12,1,13.195,서울 영등포구,144,11560,8, , 
"      11,000",중개거래,2011,2022, 영등포동1가,헤렌어반,12,5,13.331,서울 영등포구,144,11560,4, , 
"      12,000",중개거래,2011,2022, 영등포동1가,헤렌어반,12,10,13.063,서울 영등포구,144,11560,7, , 
"      12,000",중개거래,2011,2022, 영등포동1가,헤렌어반,12,13,13.063,서울 영등포구,144,11560,6, , 
"      17,000",직거래,2011,2022, 영등포동1가,헤렌어반,12,20,18.931, ,144,11560,8, , 
"      13,390",직거래,2013,2022, 영등포동1가,여의도씨티아이,12,30,12.59, ,113-1,11560,14, , 
"      16,000",직거래,2013,2022, 영등포동2가,이지리움S,12,13,12.4, ,28-117,11560,9, , 
"      93,000",중개거래,2020,2022, 영등포동7가,포레나영등포센트럴,12,13,59.8976,서울 영등포구,208,11560,18, , 
"      93,000",중개거래,2020,2022, 영등포동7가,포레나영등포센트럴,12,17,59.8976,서울 영등포구,208,11560,18,23.02.27,O
"      13,500",직거래,2012,2022, 영등포동8가,영등포메이준2011,12,9,12.11, ,51-1,11560,18, , 
"     193,000",직거래,2005,2022, 여의도동,롯데캐슬엠파이어,12,6,163.86, ,36,11560,13, , 
"     200,000",중개거래,1971,2022, 여의도동,시범,12,12,118.12,서울 영등포구,50,11560,2, , 
"     178,000",중개거래,1974,2022, 여의도동,은하,12,20,121.51,서울 영등포구,52,11560,10, , 
"      55,000",중개거래,1999,2022, 당산동2가,당산대우,12,9,45.55,서울 영등포구,16-1,11560,15, , 
"     119,000",중개거래,2017,2022, 당산동4가,당산롯데캐슬프레스티지,12,22,84.99,서울 영등포구,99,11560,20, , 
"      28,500",중개거래,2005,2022, 당산동5가,당산디오빌,12,9,29.23,서울 영등포구,11-33,11560,7, , 
"      12,000",중개거래,2015,2022, 당산동,리버뷰,12,8,18.36,서울 영등포구,121-130,11560,12, , 
"      80,000",직거래,1995,2022, 당산동,래미안당산1차,12,13,59.97, ,374,11560,17, , 
"      52,500",중개거래,2005,2022, 당산동,드림시드,12,15,64.02,서울 영등포구,171-19,11560,3, , 
"      12,500",중개거래,2013,2022, 당산동,훼미리하우스138,12,17,14.28,서울 영등포구,121-108,11560,8,23.02.16,O
"     100,000",중개거래,2002,2022, 당산동,강변래미안,12,29,79.05,서울 영등포구,376,11560,12, , 
"      30,000",직거래,2019,2022, 양평동1가,어반힐,12,26,26.25, ,147,11560,9, , 
"      64,500",중개거래,1998,2022, 양평동3가,경남아너스빌,12,17,59.9,서울 영등포구,55-1,11560,6, , 
"      65,000",중개거래,2000,2022, 양평동4가,경남아너스빌,12,22,70.94,서울 영등포구,51-1,11560,5, , 
"      61,950",직거래,1996,2022, 양평동5가,양평한신,12,21,59.94, ,76,11560,18, , 
"      77,000",중개거래,1996,2022, 양평동5가,양평한신,12,31,59.94,서울 영등포구,76,11560,11, , 
"     105,000",중개거래,2015,2022, 신길동,래미안영등포프레비뉴,12,2,84.98,서울 영등포구,4945,11560,4, , 
"      88,500",중개거래,1997,2022, 신길동,한성,12,12,84.98,서울 영등포구,769-1,11560,5, , 
"      10,200",중개거래,2013,2022, 신길동,신길레전드힐스,12,13,13.74,서울 영등포구,261-22,11560,6, , 
"      10,100",중개거래,2013,2022, 신길동,신길레전드힐스,12,14,13.74,서울 영등포구,261-22,11560,5, , 
"      10,150",중개거래,2013,2022, 신길동,신길레전드힐스,12,16,13.74,서울 영등포구,261-22,11560,6, , 
"      10,200",중개거래,2013,2022, 신길동,신길레전드힐스,12,20,13.74,서울 영등포구,261-22,11560,6, , 
"      13,400",중개거래,2013,2022, 신길동,프리가,12,22,13.6,서울 영등포구,65-21,11560,13, , 
"      90,000",중개거래,2020,2022, 신길동,보라매에스케이뷰,12,27,59.98,"서울 양천구, 서울 영등포구",4958,11560,25, , 
"      12,000",직거래,2012,2022, 대림동,(1101-1),12,2,14.46, ,1101-1,11560,8, , 
"     116,000",중개거래,1998,2022, 대림동,현대3차,12,3,140.54,서울 영등포구,608-1,11560,9, , 
"      61,500",직거래,2022,2022, 대림동,삼화에코빌1차,12,5,52.7, ,739-4,11560,5, , 
"      65,750",직거래,2022,2022, 대림동,삼화에코빌1차,12,5,52.27, ,739-4,11560,10, , 
"      65,150",직거래,2022,2022, 대림동,삼화에코빌1차,12,5,51.77, ,739-4,11560,10, , 
"      65,750",직거래,2022,2022, 대림동,삼화에코빌1차,12,5,52.27, ,739-4,11560,9, , 
"      59,850",직거래,2022,2022, 대림동,삼화에코빌1차,12,5,52.7, ,739-4,11560,2, , 
"      60,950",직거래,2022,2022, 대림동,삼화에코빌1차,12,5,54.26, ,739-4,11560,2, , 
"      59,450",직거래,2022,2022, 대림동,삼화에코빌1차,12,5,53.47, ,739-4,11560,2, , 
"      61,850",직거래,2022,2022, 대림동,삼화에코빌1차,12,5,55.64, ,739-4,11560,2, , 
"      60,500",직거래,2022,2022, 대림동,삼화에코빌1차,12,5,52.7, ,739-4,11560,3, , 
"      61,650",직거래,2022,2022, 대림동,삼화에코빌1차,12,5,54.26, ,739-4,11560,3, , 
"      60,100",직거래,2022,2022, 대림동,삼화에코빌1차,12,5,53.47, ,739-4,11560,3, , 
"      62,500",직거래,2022,2022, 대림동,삼화에코빌1차,12,5,55.64, ,739-4,11560,3, , 
"      61,150",직거래,2022,2022, 대림동,삼화에코빌1차,12,5,52.7, ,739-4,11560,4, , 
"      62,300",직거래,2022,2022, 대림동,삼화에코빌1차,12,5,54.26, ,739-4,11560,4, , 
"      60,700",직거래,2022,2022, 대림동,삼화에코빌1차,12,5,53.47, ,739-4,11560,4, , 
"      63,200",직거래,2022,2022, 대림동,삼화에코빌1차,12,5,55.64, ,739-4,11560,4, , 
"      62,650",직거래,2022,2022, 대림동,삼화에코빌1차,12,5,54.26, ,739-4,11560,5, , 
"      61,050",직거래,2022,2022, 대림동,삼화에코빌1차,12,5,53.47, ,739-4,11560,5, , 
"      63,550",직거래,2022,2022, 대림동,삼화에코빌1차,12,5,55.64, ,739-4,11560,5, , 
"      61,800",직거래,2022,2022, 대림동,삼화에코빌1차,12,5,52.7, ,739-4,11560,6, , 
"      62,950",직거래,2022,2022, 대림동,삼화에코빌1차,12,5,54.26, ,739-4,11560,6, , 
"      61,400",직거래,2022,2022, 대림동,삼화에코빌1차,12,5,53.47, ,739-4,11560,6, , 
"      63,900",직거래,2022,2022, 대림동,삼화에코빌1차,12,5,55.64, ,739-4,11560,6, , 
"      62,100",직거래,2022,2022, 대림동,삼화에코빌1차,12,5,52.7, ,739-4,11560,7, , 
"      59,800",직거래,2022,2022, 대림동,삼화에코빌1차,12,5,49.74, ,739-4,11560,7, , 
"      63,950",직거래,2022,2022, 대림동,삼화에코빌1차,12,5,54.29, ,739-4,11560,7, , 
"      64,250",직거래,2022,2022, 대림동,삼화에코빌1차,12,5,53.72, ,739-4,11560,8, , 
"      64,900",직거래,2022,2022, 대림동,삼화에코빌1차,12,5,54.29, ,739-4,11560,8, , 
"      65,150",직거래,2022,2022, 대림동,삼화에코빌1차,12,5,51.77, ,739-4,11560,9, , 
"       8,000",중개거래,2013,2022, 대림동,쌍용플래티넘S,12,7,18.24,서울 영등포구,717,11560,7, , 
"      15,000",중개거래,2018,2022, 대림동,G밸리소홈,12,8,16.1,서울 구로구,1101-7,11560,10, , 
"      73,000",직거래,2007,2022, 대림동,신대림자이2단지,12,19,84.83, ,1122,11560,16, , 
"      60,000",직거래,1985,2022, 대림동,우성1,12,20,62.37, ,696,11560,2, , 
