거래금액,거래유형,건축년도,년,법정동,아파트,월,일,전용면적,중개사소재지,지번,지역코드,층,해제사유발생일,해제여부
"     205,000",중개거래,2008,2022, 잠실동,리센츠,12,1,84.99,서울 송파구,22,11710,17, , 
"     194,500",중개거래,2008,2022, 잠실동,잠실엘스,12,1,84.8,서울 송파구,19,11710,16, , 
"     193,000",중개거래,2008,2022, 잠실동,잠실엘스,12,2,84.8,서울 송파구,19,11710,13, , 
"     227,600",중개거래,1978,2022, 잠실동,주공아파트 5단지,12,3,82.61,서울 송파구,27,11710,2, , 
"     160,500",중개거래,2008,2022, 잠실동,잠실엘스,12,3,59.96,서울 송파구,19,11710,15, , 
"     205,000",중개거래,2008,2022, 잠실동,리센츠,12,5,84.99,서울 송파구,22,11710,29, , 
"     202,000",중개거래,2008,2022, 잠실동,잠실엘스,12,5,84.88,서울 송파구,19,11710,27, , 
"     224,500",중개거래,1978,2022, 잠실동,주공아파트 5단지,12,6,82.51,서울 송파구,27,11710,14, , 
"     300,000",중개거래,1986,2022, 잠실동,아시아선수촌아파트,12,6,99.385,서울 송파구,86,11710,10, , 
"     210,000",중개거래,2008,2022, 잠실동,잠실엘스,12,6,84.88,서울 송파구,19,11710,19, , 
"     200,850",중개거래,1978,2022, 잠실동,주공아파트 5단지,12,7,76.5,서울 송파구,27,11710,12, , 
"     200,850",중개거래,1978,2022, 잠실동,주공아파트 5단지,12,7,76.5,서울 송파구,27,11710,12,22.12.13,O
"     204,000",중개거래,2008,2022, 잠실동,잠실엘스,12,7,84.8,서울 송파구,19,11710,22, , 
"     198,000",중개거래,2008,2022, 잠실동,리센츠,12,8,84.99,서울 송파구,22,11710,18, , 
"     266,600",중개거래,1978,2022, 잠실동,주공아파트 5단지,12,9,82.51,서울 송파구,27,11710,13, , 
"     213,000",중개거래,2008,2022, 잠실동,잠실엘스,12,10,84.8,서울 송파구,19,11710,19, , 
"     149,500",중개거래,2007,2022, 잠실동,트리지움,12,14,59.88,서울 송파구,35,11710,20,23.02.13,O
"     206,000",중개거래,2008,2022, 잠실동,리센츠,12,14,84.99,서울 송파구,22,11710,28, , 
"     198,000",중개거래,2008,2022, 잠실동,리센츠,12,14,84.99,서울 송파구,22,11710,4, , 
"     211,000",중개거래,2008,2022, 잠실동,리센츠,12,14,84.99,서울 송파구,22,11710,16, , 
"     227,600",중개거래,1978,2022, 잠실동,주공아파트 5단지,12,15,82.61,서울 송파구,27,11710,12, , 
"     204,500",중개거래,1978,2022, 잠실동,주공아파트 5단지,12,15,76.5,서울 송파구,27,11710,10, , 
"     145,000",중개거래,1983,2022, 잠실동,우성4차,12,16,115.83,서울 송파구,320,11710,12, , 
"     226,600",중개거래,1978,2022, 잠실동,주공아파트 5단지,12,17,82.51,서울 송파구,27,11710,5, , 
"     227,600",중개거래,1978,2022, 잠실동,주공아파트 5단지,12,21,82.61,서울 서초구,27,11710,15, , 
"     185,000",중개거래,2007,2022, 잠실동,트리지움,12,22,84.83,서울 송파구,35,11710,19, , 
"     140,000",중개거래,2006,2022, 잠실동,레이크팰리스,12,23,59.97,서울 송파구,44,11710,12, , 
"     150,000",중개거래,2007,2022, 잠실동,트리지움,12,23,59.88,서울 송파구,35,11710,7, , 
"     149,000",중개거래,2008,2022, 잠실동,잠실엘스,12,27,59.96,서울 송파구,19,11710,23, , 
"     234,600",중개거래,1978,2022, 잠실동,주공아파트 5단지,12,27,82.61,서울 송파구,27,11710,13, , 
"     179,000",중개거래,2008,2022, 신천동,파크리오,12,1,84.79,서울 송파구,17,11710,11, , 
"     170,000",중개거래,2008,2022, 신천동,파크리오,12,10,84.79,서울 송파구,17,11710,21, , 
"     168,000",중개거래,2008,2022, 신천동,파크리오,12,13,84.79,서울 송파구,17,11710,11, , 
"     174,000",중개거래,2008,2022, 신천동,파크리오,12,15,84.79,서울 송파구,17,11710,20, , 
"     169,000",중개거래,2008,2022, 신천동,파크리오,12,21,84.9,서울 송파구,17,11710,35, , 
"     170,000",중개거래,2008,2022, 신천동,파크리오,12,23,84.79,서울 송파구,17,11710,3, , 
"     165,500",중개거래,2008,2022, 신천동,파크리오,12,24,84.9,서울 송파구,17,11710,12, , 
"      80,000",중개거래,2008,2022, 신천동,파크리오,12,27,35.24,서울 송파구,17,11710,9, , 
"     174,000",중개거래,2008,2022, 신천동,파크리오,12,29,84.79,서울 송파구,17,11710,17, , 
"     172,000",중개거래,2008,2022, 신천동,파크리오,12,31,84.9,"서울 강동구, 서울 송파구",17,11710,24, , 
"      84,250",중개거래,1993,2022, 풍납동,신동아파밀리에,12,2,84.63,서울 송파구,220-2,11710,14, , 
"     113,000",중개거래,1999,2022, 풍납동,현대리버빌1지구,12,10,84.95,서울 송파구,260,11710,9, , 
"      46,000",중개거래,1998,2022, 풍납동,칼라,12,29,66.24,서울 강동구,398-16,11710,5, , 
"      51,000",직거래,2003,2022, 삼전동,경덕,12,15,78.71, ,72-9,11710,6, , 
"     126,500",중개거래,2018,2022, 가락동,헬리오시티,12,1,59.96,서울 송파구,913,11710,2, , 
"     117,000",중개거래,1999,2022, 가락동,가락쌍용(2차),12,7,84.42,서울 송파구,21-6,11710,14, , 
"     176,500",중개거래,2018,2022, 가락동,헬리오시티,12,9,84.99,서울 송파구,913,11710,19, , 
"      90,000",중개거래,1997,2022, 가락동,가락(1차)쌍용아파트,12,12,59.92,서울 송파구,140,11710,24, , 
"      94,500",중개거래,1997,2022, 가락동,가락(1차)쌍용아파트,12,12,59.92,서울 송파구,140,11710,7, , 
"     160,000",중개거래,2018,2022, 가락동,헬리오시티,12,12,84.98,서울 송파구,913,11710,34, , 
"      91,000",중개거래,2018,2022, 가락동,헬리오시티,12,13,39.1,서울 송파구,913,11710,12, , 
"     175,000",중개거래,2018,2022, 가락동,헬리오시티,12,13,84.95,서울 송파구,913,11710,29, , 
"      50,000",직거래,2007,2022, 가락동,골드팰리스아파트,12,13,83.7, ,164-1,11710,8, , 
"     175,000",중개거래,2018,2022, 가락동,헬리오시티,12,14,84.95,서울 송파구,913,11710,7, , 
"     110,000",중개거래,1997,2022, 가락동,가락(1차)쌍용아파트,12,16,59.92,서울 성동구,140,11710,24,23.02.28,O
"      90,000",중개거래,1997,2022, 가락동,가락(1차)쌍용아파트,12,16,59.92,서울 송파구,140,11710,24,23.01.12,O
"     100,000",중개거래,2007,2022, 가락동,가락스타클래스,12,17,84.98,서울 송파구,8,11710,9, , 
"      91,000",중개거래,1997,2022, 가락동,가락(1차)쌍용아파트,12,18,59.92,서울 송파구,140,11710,7, , 
"     149,000",직거래,2003,2022, 가락동,롯데캐슬,12,19,180.516, ,79,11710,29, , 
"     105,000",중개거래,1997,2022, 가락동,가락금호아파트,12,20,85,서울 송파구,95-1,11710,15, , 
"     159,000",중개거래,2018,2022, 가락동,헬리오시티,12,21,84.96,서울 송파구,913,11710,6, , 
"     168,000",중개거래,2018,2022, 가락동,헬리오시티,12,22,84.98,서울 송파구,913,11710,20, , 
"     170,000",중개거래,2018,2022, 가락동,헬리오시티,12,23,84.98,서울 송파구,913,11710,21, , 
"      76,500",중개거래,1986,2022, 가락동,우성,12,23,43.79,서울 송파구,96-1,11710,3, , 
"     165,000",중개거래,2018,2022, 가락동,헬리오시티,12,23,84.99,서울 송파구,913,11710,21, , 
"     128,700",중개거래,2018,2022, 가락동,헬리오시티,12,23,59.96,서울 송파구,913,11710,1, , 
"      90,000",중개거래,1997,2022, 가락동,가락금호아파트,12,24,59.91,서울 송파구,95-1,11710,12, , 
"      88,000",중개거래,2018,2022, 가락동,헬리오시티,12,24,39.1,서울 송파구,913,11710,6, , 
"     139,000",중개거래,2018,2022, 가락동,헬리오시티,12,24,59.96,서울 송파구,913,11710,7, , 
"     167,000",중개거래,2018,2022, 가락동,헬리오시티,12,27,84.99,서울 송파구,913,11710,8, , 
"      91,500",중개거래,2018,2022, 가락동,헬리오시티,12,27,39.1,서울 송파구,913,11710,4, , 
"     110,000",중개거래,1997,2022, 가락동,가락금호아파트,12,28,85,서울 송파구,95-1,11710,19, , 
"     170,000",중개거래,2018,2022, 가락동,헬리오시티,12,30,84.95,서울 송파구,913,11710,4, , 
"     134,000",중개거래,1988,2022, 문정동,올림픽훼밀리타운,12,19,84.705,서울 송파구,150,11710,15, , 
"     138,000",중개거래,1988,2022, 문정동,올림픽훼밀리타운,12,29,84.705,서울 송파구,150,11710,12, , 
"     138,000",중개거래,1988,2022, 문정동,올림픽훼밀리타운,12,31,84.705,서울 송파구,150,11710,11, , 
"     110,000",중개거래,2008,2022, 장지동,송파파인타운2단지,12,3,84.95,서울 송파구,835,11710,15, , 
"      75,000",중개거래,2013,2022, 장지동,송파더센트레,12,4,51.82,서울 송파구,879,11710,13, , 
"     163,000",중개거래,2016,2022, 장지동,힐스테이트송파위례,12,13,101.68,서울 송파구,883,11710,15, , 
"      86,500",중개거래,2013,2022, 장지동,위례24단지(꿈에그린),12,13,51.77,서울 송파구,901,11710,7, , 
"      77,000",중개거래,2013,2022, 장지동,위례24단지(꿈에그린),12,24,51.77,서울 송파구,901,11710,4, , 
"     100,000",중개거래,2013,2022, 장지동,송파더센트레,12,24,59.85,"경기 성남수정구, 서울 송파구",879,11710,25, , 
"     160,000",중개거래,1985,2022, 방이동,대림,12,19,125.075,서울 송파구,217,11710,12, , 
"     161,000",중개거래,1988,2022, 방이동,올림픽선수기자촌1단지,12,27,83.06,서울 송파구,89,11710,19, , 
"     180,000",중개거래,1988,2022, 방이동,올림픽선수기자촌1단지,12,30,100.82,서울 송파구,89,11710,8, , 
"     185,000",중개거래,1988,2022, 방이동,올림픽선수기자촌2단지,12,31,100.82,서울 송파구,89,11710,1, , 
"      92,000",중개거래,1988,2022, 오금동,상아2차아파트,12,1,45.77,서울 송파구,165,11710,6, , 
"     149,123",중개거래,1992,2022, 오금동,아남,12,1,84.93,서울 송파구,67,11710,14, , 
"     260,000",중개거래,2002,2022, 오금동,르네상스빌,12,1,258.28,서울 강동구,45,11710,19, , 
"     100,000",중개거래,2021,2022, 거여동,e편한세상송파파크센트럴,12,21,59.96,"서울 마포구, 서울 송파구",696,11710,31, , 
