갱신요구권사용,건축년도,계약구분,계약기간,년,법정동,보증금액,아파트,월,월세금액,일,전용면적,종전계약보증금,종전계약월세,지번,지역코드,층
 ,2006, ,21.11~22.10,2020,봉천동,"37,400",반석푸른숲,11,0,1,58.67, , ,1723,11620,2
 ,2020, , ,2020,봉천동,"11,182",e편한세상 서울대입구2차 (임대),11,29,1,39.79, , ,1544-1,11620,12
 ,2002, , ,2020,봉천동,"43,000",하이캐슬101동,11,0,2,83.34, , ,1595-14,11620,5
 ,2005, , ,2020,봉천동,"36,000",벽산블루밍,11,0,2,59.99, , ,1718,11620,14
 ,2004, , ,2020,봉천동,"20,000",관악푸르지오,11,110,2,84.2, , ,1717,11620,19
 ,2003, , ,2020,봉천동,"40,000",관악드림(삼성),11,0,2,59.85, , ,1712,11620,7
 ,2013, , ,2020,봉천동,"14,000",WS타워,11,0,2,19.63, , ,463-1,11620,10
 ,2000, , ,2020,봉천동,"1,074",두산(임대),11,15,2,31.53, , ,1708-2,11620,18
 ,1999, , ,2020,봉천동,"16,800",동아타운,11,0,3,28.08, , ,1629-2,11620,9
 ,2000, , ,2020,봉천동,"2,000",은천2단지아파트,11,90,3,49.95, , ,1707-1,11620,8
 ,2000, , ,2020,봉천동,"35,000",봉천동아,11,30,4,84.87, , ,1703,11620,1
 ,2012, , ,2020,봉천동,"1,000",마에스트로캠퍼스타운,11,55,4,13.15, , ,893-12,11620,9
 ,2000, , ,2020,봉천동,"20,000",두산,11,100,4,84.87, , ,1708,11620,5
 ,2000, , ,2020,봉천동,"20,000",두산,11,100,4,84.87, , ,1708,11620,5
 ,2000, , ,2020,봉천동,"55,000",봉천우성,11,0,4,114.78, , ,1706,11620,12
 ,2000, , ,2020,봉천동,"5,000",봉천동아,11,140,4,84.87, , ,1703,11620,22
 ,2004, , ,2020,봉천동,"42,000",관악푸르지오,11,0,4,59.58, , ,1717,11620,5
 ,2004, , ,2020,봉천동,"46,000",관악푸르지오,11,20,5,84.75, , ,1717,11620,18
 ,1998, , ,2020,봉천동,"8,000",관악캠퍼스타워,11,25,5,24.96, , ,875-1,11620,15
 ,2004, , ,2020,봉천동,"54,000",관악동부센트레빌,11,0,5,84.7, , ,1719,11620,3
 ,2000, , ,2020,봉천동,"4,000",봉천동아,11,95,5,59.76, , ,1703,11620,23
 ,2004, , ,2020,봉천동,"54,000",관악동부센트레빌,11,0,5,84.7, , ,1719,11620,3
 ,2016, , ,2020,봉천동,"1,000",리마크빌,11,76,5,20.22, , ,880-41,11620,4
 ,1996, , ,2020,봉천동,"4,000",해태보라매타워,11,100,6,59.94, , ,729-32,11620,18
 ,2000, , ,2020,봉천동,"37,000",봉천우성,11,0,6,84.96, , ,1706,11620,20
 ,2000, , ,2020,봉천동,"46,200",봉천우성,11,0,6,84.96, , ,1706,11620,22
 ,2000, , ,2020,봉천동,"12,000",두산,11,80,6,59.92, , ,1708,11620,4
 ,2000, , ,2020,봉천동,"35,700",봉천동아,11,0,6,59.76, , ,1703,11620,18
 ,2005, , ,2020,봉천동,"60,000",벽산블루밍,11,0,6,114.97, , ,1718,11620,11
 ,2012, , ,2020,봉천동,"18,500",마에스트로캠퍼스타운,11,0,6,14.49, , ,893-12,11620,12
 ,2007, , ,2020,봉천동,"2,000",미소가,11,20,6,96.002, , ,39-13,11620,2
