갱신요구권사용,건축년도,계약구분,계약기간,년,법정동,보증금액,아파트,월,월세금액,일,전용면적,종전계약보증금,종전계약월세,지번,지역코드,층
사용,2009,갱신,21.08~23.08,2021,역삼동,"70,000",래미안그레이튼,8,112,1,84.97,"70,000",100,763-16,11680,15
 ,2003,신규,21.09~23.09,2021,역삼동,"70,000",베스젠빌,8,0,1,157.49, , ,633,11680,5
 ,2004, , ,2021,역삼동,"1,000",우정에쉐르멤버스,8,78,2,22.12, , ,708-31,11680,4
 ,2004,신규,21.09~22.08,2021,역삼동,"20,000",역삼동우정에쉐르1,8,150,2,71.78, , ,826-29,11680,13
 ,2004, , ,2021,역삼동,"20,000",역삼동우정에쉐르1,8,150,2,71.78, , ,826-29,11680,13
 ,2012,신규,21.08~23.08,2021,역삼동,"3,000",강남서해더블루,8,210,3,70.57, , ,796-29,11680,3
 ,2004, , ,2021,역삼동,"44,700",역삼우정에쉐르2,8,0,4,50.72, , ,707-18,11680,2
 ,2003,신규,21.08~23.08,2021,역삼동,"20,000",불루밍코트,8,240,5,105.75, , ,789-28,11680,2
 ,2002, ,21.08~22.08,2021,역삼동,"1,000",대우디오빌,8,140,5,36.96, , ,720-25,11680,13
 ,2002, , ,2021,역삼동,"5,000",대우디오빌,8,180,5,59.145, , ,720-25,11680,11
 ,1996, ,21.09~23.09,2021,역삼동,"2,000",한스빌(836),8,80,5,39.89, , ,836,11680,5
사용,2005,갱신,21.08~23.08,2021,역삼동,"5,000",e-편한세상,8,210,6,59.947,"5,000",200,755-4,11680,8
 ,2021,신규,21.09~23.09,2021,역삼동,"50,000",시티프라디움더강남101동,8,170,6,59.99, , ,900,11680,6
 ,2021,신규,21.08~23.08,2021,역삼동,"85,000",시티프라디움더강남101동,8,45,6,59.99, , ,900,11680,9
사용,2016,갱신,21.10~23.10,2021,역삼동,"115,500",역삼자이,8,74,6,114.019,"110,000",70,711-3,11680,26
 ,2014,갱신,21.11~23.11,2021,역삼동,"140,000",테헤란아이파크,8,0,6,70.8333,"100,000", ,709-5,11680,23
 ,2012, , ,2021,역삼동,"165,000",개나리SK뷰,8,0,6,84.99, , ,716-3,11680,20
 ,2012,갱신,21.10~23.10,2021,역삼동,"165,000",개나리SK뷰,8,0,6,84.99,"114,000", ,716-3,11680,20
 ,2004,신규,21.08~22.08,2021,역삼동,"1,000",대우디오빌플러스,8,95,6,34.41, , ,824-25,11680,10
 ,2002,신규,21.10~22.01,2021,역삼동,"85,000",경남아너스빌,8,0,6,84.932, , ,722,11680,17
 ,2005,신규,21.10~23.10,2021,역삼동,"50,000",역삼래미안,8,165,7,59.4, , ,757,11680,10
사용,2006,갱신,21.08~23.08,2021,역삼동,"86,000",역삼I'PARK,8,150,8,130.143,"90,000",120,713-11,11680,3
 ,2014,신규,21.09~23.08,2021,역삼동,"10,000",테헤란아이파크,8,395,9,70.8333, , ,709-5,11680,7
사용,2018,갱신,21.09~23.09,2021,역삼동,"33,600",이지마루역삼,8,0,9,24.6,"32,000", ,678-27,11680,7
 ,2014,신규,21.09~23.08,2021,역삼동,"10,000",테헤란아이파크,8,395,9,70.8333, , ,709-5,11680,7
 ,2010, ,21.08~23.10,2021,역삼동,"53,760",래미안그레이튼(진달래2차),8,0,9,59.91, , ,762-3,11680,6
 ,2010,신규, ,2021,역삼동,"53,760",래미안그레이튼(진달래2차),8,0,9,59.91, , ,762-3,11680,1
 ,2005,신규,21.08~23.08,2021,역삼동,"10,000",역삼래미안,8,300,9,59.53, , ,757,11680,11
 ,2005,갱신,21.11~23.11,2021,역삼동,"3,000",역삼래미안,8,199,9,59.4,"3,000",185,757,11680,4
 ,2007,신규,21.09~23.09,2021,역삼동,"30,000",쌍용플레티넘밸류,8,160,9,84.9, , ,826-37,11680,5
 ,2005,신규,21.10~23.08,2021,역삼동,"115,000",e-편한세상,8,0,9,59.606, , ,755-4,11680,12
 ,2005, ,21.10~23.10,2021,역삼동,"3,000",e-편한세상,8,221,9,59.606, , ,755-4,11680,25
 ,2010,신규, ,2021,역삼동,"53,760",래미안그레이튼(진달래2차),8,0,9,59.91, , ,762-3,11680,6
 ,1996,신규,21.08~22.08,2021,역삼동,"1,000",한스빌(836),8,95,10,39.89, , ,836,11680,7
 ,2002, , ,2021,역삼동,"28,350",대우디오빌,8,0,10,30.03, , ,720-25,11680,6
 ,2005,신규,21.11~23.11,2021,역삼동,"20,000",e-편한세상,8,390,10,84.991, , ,755-4,11680,6
 ,2021,신규,21.09~23.09,2021,역삼동,"10,000",시티프라디움더강남101동,8,400,10,59.99, , ,900,11680,15
 ,2001,갱신,21.09~22.09,2021,역삼동,"25,000",에벤에셀빌라트,8,6,11,40,"25,000", ,685-19,11680,2
 ,2014, , ,2021,역삼동,"65,000",테헤란아이파크,8,280,11,92.6232, , ,709-5,11680,1
 ,2007,신규,21.10~23.10,2021,역삼동,"50,000",쌍용플레티넘밸류,8,120,11,84.96, , ,826-37,11680,5
 ,2006, , ,2021,역삼동,"131,250",역삼I'PARK,8,0,11,116.285, , ,713-11,11680,18
 ,2006, , ,2021,역삼동,"39,900",역삼I'PARK,8,0,11,28.246, , ,713-11,11680,12
 ,2002,신규,21.08~23.08,2021,역삼동,"15,000",명인갤러리,8,230,11,84.78, , ,729-37,11680,4
 ,2005,신규,21.08~23.08,2021,역삼동,"115,000",e-편한세상,8,0,12,59.606, , ,755-4,11680,20
 ,2002,신규,21.08~23.08,2021,역삼동,"20,000",경남아너스빌,8,230,12,84.688, , ,722,11680,9
