갱신요구권사용,건축년도,계약구분,계약기간,년,법정동,보증금액,아파트,월,월세금액,일,전용면적,종전계약보증금,종전계약월세,지번,지역코드,층
 ,2001,갱신,22.08~24.08,2022,노량진동,"10,000",신동아리버파크,8,85,1,59.67,"10,000",80,325,11590,18
 ,2001,신규,22.09~24.09,2022,노량진동,"10,000",신동아리버파크,8,190,1,84.88, , ,325,11590,1
 ,2018,신규,22.08~23.08,2022,노량진동,"1,000",고려교육타워-어바니엘한강,8,84,1,18.9, , ,333,11590,11
 ,2018,신규,22.08~23.08,2022,노량진동,"1,000",고려교육타워-어바니엘한강,8,79,1,18.9, , ,333,11590,2
 ,2020, , ,2022,노량진동,"5,318",더클래식동작,8,42,3,14.17, , ,37-1,11590,12
 ,2020, , ,2022,노량진동,"5,318",더클래식동작,8,40,3,14.23, , ,37-1,11590,8
 ,2001,신규,22.10~24.10,2022,노량진동,"10,000",신동아리버파크,8,170,6,84.88, , ,325,11590,16
 ,2001,갱신,22.09~24.09,2022,노량진동,"3,000",신동아리버파크,8,130,9,59.67,"3,000",110,325,11590,7
사용,2001,갱신,22.09~24.09,2022,노량진동,"40,950",신동아리버파크,8,0,9,59.67,"39,000", ,325,11590,13
 ,2020, , ,2022,노량진동,"5,318",더클래식동작,8,42,10,14.17, , ,37-1,11590,8
 ,2018,신규,22.09~23.09,2022,노량진동,"2,000",고려교육타워-어바니엘한강,8,91,12,23.74, , ,333,11590,15
사용,2010,갱신,22.08~24.08,2022,노량진동,"52,500",쌍용예가,8,0,13,59.957,"50,000", ,332,11590,9
사용,2001,갱신,22.08~24.07,2022,노량진동,"40,500",신동아리버파크,8,0,13,59.67,"39,000", ,325,11590,8
사용,2001,갱신,22.09~24.09,2022,노량진동,"39,375",신동아리버파크,8,0,15,59.67,"37,500", ,325,11590,19
 ,2020, , ,2022,노량진동,"5,318",더클래식동작,8,42,16,14.17, , ,37-1,11590,6
 ,2020, , ,2022,노량진동,"5,967",더클래식동작,8,46,16,16.25, , ,37-1,11590,18
