갱신요구권사용,건축년도,계약구분,계약기간,년,법정동,보증금액,아파트,월,월세금액,일,전용면적,종전계약보증금,종전계약월세,지번,지역코드,층
 ,2008, ,21.07~23.07,2021,잠실동,"30,000",리센츠,7,171,1,84.99, , ,22,11710,19
 ,2008,신규,21.08~23.08,2021,잠실동,"80,000",잠실엘스,7,340,1,119.93, , ,19,11710,25
 ,1978,신규,21.09~23.09,2021,잠실동,"5,000",주공아파트 5단지,7,170,1,82.51, , ,27,11710,13
 ,2008,신규,21.07~23.07,2021,잠실동,"3,000",리센츠,7,150,1,27.68, , ,22,11710,25
 ,2008, , ,2021,잠실동,"80,000",잠실엘스,7,340,1,119.93, , ,19,11710,25
 ,2006,신규,21.08~23.08,2021,잠실동,"67,000",레이크팰리스,7,350,1,135.82, , ,44,11710,16
사용,2007,갱신,21.07~23.07,2021,잠실동,"30,000",트리지움,7,161,1,84.83,"30,000",150,35,11710,12
 ,2008,신규, ,2021,잠실동,"2,000",리센츠,7,120,1,27.68, , ,22,11710,3
 ,1981,갱신,21.07~22.07,2021,잠실동,"9,000",우성아파트,7,160,1,96.65,"9,000",150,101-1,11710,12
 ,2006,신규,21.08~23.08,2021,잠실동,"80,000",레이크팰리스,7,300,1,136.74, , ,44,11710,20
사용,2007,갱신,21.07~23.07,2021,잠실동,"32,000",트리지움,7,129,2,84.83,"32,000",120,35,11710,26
 ,2007,신규,21.07~23.07,2021,잠실동,"20,000",트리지움,7,300,2,84.83, , ,35,11710,21
 ,2007,신규,21.09~23.09,2021,잠실동,"148,000",트리지움,7,0,2,84.83, , ,35,11710,16
 ,2008,신규,21.08~24.02,2021,잠실동,"107,000",잠실엘스,7,0,2,59.96, , ,19,11710,16
사용,2008,갱신,21.07~23.07,2021,잠실동,"86,100",잠실엘스,7,0,2,84.8,"82,000", ,19,11710,4
 ,2008,신규,21.08~23.08,2021,잠실동,"45,000",잠실엘스,7,250,2,84.8, , ,19,11710,24
사용,1978,갱신,21.08~23.08,2021,잠실동,"5,000",주공아파트 5단지,7,127,2,76.5,"5,000",120,27,11710,3
 ,1981, , ,2021,잠실동,"52,500",우성아파트,7,0,2,96.65, , ,101-1,11710,1
사용,1981,갱신,21.07~23.07,2021,잠실동,"52,500",우성아파트,7,0,2,96.65,"50,000", ,101-1,11710,1
사용,2008,갱신,21.09~23.09,2021,잠실동,"49,000",리센츠,7,215,2,124.22,"49,000",200,22,11710,13
 ,2008,신규,21.07~23.07,2021,잠실동,"47,000",리센츠,7,0,2,27.68, , ,22,11710,1
 ,2008,신규,21.09~23.09,2021,잠실동,"116,000",리센츠,7,0,2,59.99, , ,22,11710,3
 ,2008, ,21.09~23.09,2021,잠실동,"150,000",리센츠,7,0,2,84.99, , ,22,11710,20
사용,2008,갱신,21.09~23.09,2021,잠실동,"90,300",리센츠,7,0,2,84.99,"86,000", ,22,11710,26
 ,2008,신규,21.07~23.07,2021,잠실동,"5,000",리센츠,7,135,3,27.68, , ,22,11710,26
 ,2005, ,21.08~23.08,2021,잠실동,"70,000",잠실월드메르디앙,7,0,3,59.23, , ,175-4,11710,5
 ,1981,신규,21.08~23.08,2021,잠실동,"45,000",우성아파트,7,62,3,82.06, , ,101-1,11710,4
 ,1981,신규,21.08~23.08,2021,잠실동,"45,000",우성아파트,7,0,3,80.35, , ,101-1,11710,2
 ,1981,갱신,21.07~23.07,2021,잠실동,"44,500",우성아파트,7,105,3,131.08,"40,000",105,101-1,11710,3
