갱신요구권사용,건축년도,계약구분,계약기간,년,법정동,보증금액,아파트,월,월세금액,일,전용면적,종전계약보증금,종전계약월세,지번,지역코드,층
 ,2003, , ,2021,신도림동,"64,000",대림e-편한세상4,1,0,2,84.78, , ,646,11530,25
 ,2003, , ,2021,신도림동,"87,000",대림e-편한세상4,1,0,5,84.78, , ,646,11530,19
 ,1999, , ,2021,신도림동,"40,000",대림1,1,0,5,59.93, , ,642,11530,22
 ,2011, , ,2021,신도림동,"50,000",디큐브시티,1,68,6,84.96, , ,692,11530,16
 ,2015, , ,2021,신도림동,"1,000",신도림크라운빌,1,65,6,20.47, , ,694,11530,6
 ,2015, , ,2021,신도림동,"30,300",신도림아이파크,1,36,6,56.3121, , ,693,11530,3
 ,1989, , ,2021,신도림동,"3,000",미성,1,50,6,37.91, , ,290,11530,11
 ,2003, , ,2021,신도림동,"105,000",대림e-편한세상4,1,0,7,117.74, , ,646,11530,8
 ,2011, , ,2021,신도림동,"53,100",디큐브시티,1,25,7,59.16, , ,692,11530,6
 ,2015, , ,2021,신도림동,"1,000",신도림크라운빌,1,65,8,20.47, , ,694,11530,7
 ,2018, , ,2021,신도림동,"1,000",신도림 아르디에,1,60,9,18.95, , ,695,11530,5
 ,2011, , ,2021,신도림동,"78,000",디큐브시티,1,0,9,84.96, , ,692,11530,46
 ,2006, , ,2021,신도림동,"47,000",SKVIEW,1,0,9,84.96, , ,432-1,11530,20
 ,2003, , ,2021,신도림동,"100,000",대림e-편한세상4,1,0,9,117.74, , ,646,11530,3
 ,1987, , ,2021,신도림동,"28,350",미성,1,0,9,83.67, , ,290,11530,10
 ,2001, , ,2021,신도림동,"5,000",대림2,1,150,9,84.95, , ,642,11530,1
 ,1999, , ,2021,신도림동,"51,450",대림1,1,0,9,84.95, , ,642,11530,5
 ,2000, , ,2021,신도림동,"57,000",동아2,1,0,10,59.595, , ,644,11530,15
 ,1999, , ,2021,신도림동,"3,000",대림1,1,90,12,59.82, , ,642,11530,24
 ,2015, , ,2021,신도림동,"3,000",신도림크라운빌,1,55,12,20.47, , ,694,11530,5
 ,2018, , ,2021,신도림동,"37,000",신도림 아르디에,1,0,12,40.09, , ,695,11530,8
 ,1992, , ,2021,신도림동,"20,000",우성1,1,50,12,73.18, , ,312-17,11530,9
 ,2000, , ,2021,신도림동,"73,000",동아3,1,0,13,138.412, , ,645,11530,4
 ,2015, , ,2021,신도림동,"1,000",신도림크라운빌,1,65,13,20.81, , ,694,11530,8
 ,2006, , ,2021,신도림동,"68,000",SKVIEW,1,0,13,84.98, , ,432-1,11530,29
 ,2015, , ,2021,신도림동,"31,500",신도림아이파크,1,39,15,57.9753, , ,693,11530,10
 ,2001, , ,2021,신도림동,"60,000",대림2,1,0,15,84.95, , ,642,11530,2
 ,2000, , ,2021,신도림동,"56,000",동아3,1,0,15,84.99, , ,645,11530,23
 ,2018, , ,2021,신도림동,"18,000",신도림 아르디에,1,0,15,20.01, , ,695,11530,2
 ,1999, , ,2021,신도림동,"50,000",동아1,1,0,15,59.978, , ,643,11530,7
 ,2015, , ,2021,신도림동,"3,000",신도림크라운빌,1,55,16,20.47, , ,694,11530,9
 ,2015, , ,2021,신도림동,"3,000",신도림크라운빌,1,55,16,20.47, , ,694,11530,8
 ,2011, , ,2021,신도림동,"87,000",디큐브시티,1,0,16,84.96, , ,692,11530,39
 ,2000, , ,2021,신도림동,"37,000",동아2,1,30,17,59.595, , ,644,11530,9
 ,2000, , ,2021,신도림동,"38,850",동아2,1,0,17,59.595, , ,644,11530,8
 ,2001, , ,2021,신도림동,"10,000",대림2,1,140,17,84.95, , ,642,11530,3
 ,2001, , ,2021,신도림동,"39,900",대림2,1,0,18,59.93, , ,642,11530,14
 ,1999, , ,2021,신도림동,"20,000",동아1,1,101,18,84.908, , ,643,11530,10
 ,2003, , ,2021,신도림동,"54,600",대림e-편한세상5,1,0,18,84.789, , ,647,11530,15
 ,2015, , ,2021,신도림동,"31,000",신도림아이파크,1,40,19,57.2934, , ,693,11530,18
 ,2018, , ,2021,신도림동,"17,325",신도림 아르디에,1,0,19,18.79, , ,695,11530,6
 ,1999, , ,2021,신도림동,"40,000",대림1,1,50,19,84.95, , ,642,11530,23
 ,1999, , ,2021,신도림동,"40,000",동아1,1,60,19,84.908, , ,643,11530,22
 ,2000, , ,2021,신도림동,"30,000",동아3,1,100,19,60, , ,645,11530,9
 ,2000, , ,2021,신도림동,"30,000",동아3,1,100,19,60, , ,645,11530,9
 ,1997, , ,2021,신도림동,"34,650",신성은하수,1,0,19,59.88, , ,640,11530,9
