갱신요구권사용,건축년도,계약구분,계약기간,년,법정동,보증금액,아파트,월,월세금액,일,전용면적,종전계약보증금,종전계약월세,지번,지역코드,층
 ,1976,신규,21.12~23.12,2021,중곡동,"14,000",중곡1단지,10,0,5,48.46, , ,191-77,11215,3
 ,1976,신규,21.10~23.10,2021,중곡동,"18,375",중곡2단지,10,0,9,55.87, , ,190-26,11215,2
 ,1976, , ,2021,중곡동,"23,000",중곡1단지,10,0,16,58.74, , ,191-77,11215,5
 ,1998, ,21.10~23.10,2021,중곡동,"33,600",성원,10,0,16,84.98, , ,681,11215,9
사용,2002,갱신,21.11~23.11,2021,중곡동,"22,000",삼성로얄,10,20,20,65.31,"22,000",20,109-9,11215,7
 ,1976,신규,21.12~23.12,2021,중곡동,"25,000",중곡2단지,10,0,26,55.87, , ,190-26,11215,4
 ,2018,신규,21.11~23.11,2021,중곡동,"3,000",삼성베스트빌(31차),10,110,29,47.24, , ,186-9,11215,3
 ,2004,신규,21.11~23.11,2021,능동,"3,000",그린,10,85,20,40.58, , ,283-9,11215,6
사용,2007,갱신,21.10~23.09,2021,구의동,"59,800",아차산인앤인W클래스101동,10,0,1,118.81,"57,000", ,58-26,11215,5
 ,2015,신규,21.10~23.09,2021,구의동,"18,500",강변힐하우스,10,0,1,23.01, , ,596-1,11215,6
 ,1997, , ,2021,구의동,"60,000",구의현대7단지현대홈타운,10,0,1,59.97, , ,587-54,11215,13
 ,1997,신규, ,2021,구의동,"60,000",구의현대7단지현대홈타운,10,0,1,59.97, , ,587-54,11215,13
 ,1997,신규,21.10~23.10,2021,구의동,"33,000",현대프라임,10,75,2,84.99, , ,631-1,11215,11
사용,1997,갱신, ,2021,구의동,"38,250",구의현대7단지현대홈타운,10,0,2,59.97,"38,250", ,587-54,11215,2
 ,1997,신규,21.11~23.11,2021,구의동,"15,000",현대프라임,10,145,2,59.82, , ,631-1,11215,18
