갱신요구권사용,건축년도,계약구분,계약기간,년,법정동,보증금액,아파트,월,월세금액,일,전용면적,종전계약보증금,종전계약월세,지번,지역코드,층
 ,1995, , ,2020,염창동,"32,000",삼성한마음,10,25,2,84.87, , ,244-2,11500,6
 ,1998, , ,2020,염창동,"38,300",동아,10,0,5,84.95, , ,292,11500,10
 ,2008, , ,2020,염창동,"57,000",염창1차보람더하임,10,0,5,84.98, , ,305,11500,11
 ,2019, , ,2020,염창동,"8,000",아네스트염창,10,41,5,16.96, , ,310,11500,11
 ,1998, , ,2020,염창동,"47,000",한강동아,10,0,5,84.96, , ,293,11500,6
 ,1993, , ,2020,염창동,"45,000",삼성한아름,10,0,5,84.89, , ,264-27,11500,2
 ,1993, , ,2020,염창동,"45,000",삼성한아름,10,0,5,84.89, , ,264-27,11500,2
 ,2004, , ,2020,염창동,"47,250",일신건영휴먼빌,10,0,5,84.93, , ,298,11500,11
 ,1990, , ,2020,염창동,"45,000",염창동한강우성,10,0,6,65.88, , ,66-9,11500,1
 ,1999, , ,2020,염창동,"15,000",태영,10,60,6,59.97, , ,270-1,11500,7
 ,2004, , ,2020,염창동,"60,000",일신건영휴먼빌,10,0,6,84.93, , ,298,11500,15
 ,1998, , ,2020,염창동,"30,000",벽산늘푸른,10,0,6,59.97, , ,290,11500,7
 ,1999, , ,2020,염창동,"37,000",극동상록수,10,0,6,59.91, , ,280,11500,18
 ,2005, , ,2020,염창동,"65,000",현대아이파크,10,0,7,84.84, , ,282-19,11500,2
 ,1994, , ,2020,염창동,"33,500",태진한솔,10,0,7,58.87, , ,263,11500,2
 ,1999, , ,2020,염창동,"4,000",무학,10,100,7,59.38, , ,255,11500,15
 ,1999, , ,2020,염창동,"4,000",동아3,10,139,8,84.87, , ,258-1,11500,3
 ,1999, , ,2020,염창동,"36,000",극동상록수,10,0,8,59.91, , ,280,11500,9
 ,2004, , ,2020,염창동,"30,000",월드메르디앙,10,90,9,84.98, , ,297,11500,2
 ,2004, , ,2020,염창동,"38,000",이너스내안에,10,0,9,59.9, , ,254-2,11500,3
 ,1999, , ,2020,염창동,"41,500",극동상록수,10,0,9,59.91, , ,280,11500,3
 ,1999, , ,2020,염창동,"55,000",동아3,10,0,9,84.87, , ,258-1,11500,13
 ,1997, , ,2020,염창동,"46,300",관음삼성,10,0,9,84.93, , ,268,11500,1
 ,2008, , ,2020,염창동,"57,700",염창1차보람더하임,10,0,10,84.97, , ,305,11500,12
 ,2005, , ,2020,염창동,"60,000",염창1차한화꿈에그린,10,0,10,59.94, , ,281-22,11500,17
 ,1999, , ,2020,염창동,"47,250",대림,10,0,10,84.87, , ,262-2,11500,3
 ,1994, , ,2020,염창동,"34,600",현대1,10,0,11,84.34, , ,288,11500,3
 ,2005, , ,2020,염창동,"65,000",강변한솔솔파크,10,0,12,84.97, , ,300,11500,4
 ,1999, , ,2020,염창동,"40,400",금호타운,10,0,12,84.84, , ,240-32,11500,5
 ,1998, , ,2020,염창동,"40,000",동아,10,0,12,59.97, , ,292,11500,12
 ,1998, , ,2020,염창동,"40,000",동아,10,0,12,59.97, , ,292,11500,12
 ,2007, , ,2020,염창동,"49,340",강변코아루,10,0,13,84.77, , ,303,11500,5
 ,2005, , ,2020,염창동,"30,000",롯데캐슬,10,120,13,84.9519, , ,272-11,11500,4
 ,2009, , ,2020,염창동,"40,000",염창힐스테이트,10,100,13,84.862, , ,306,11500,13
 ,1999, , ,2020,염창동,"15,000",태영,10,60,13,59.97, , ,270-1,11500,15
 ,1999, , ,2020,염창동,"32,000",태영,10,0,13,59.97, , ,270-1,11500,7
 ,1994, , ,2020,염창동,"37,000",삼성하나로,10,0,13,59.26, , ,248-3,11500,4
 ,1990, , ,2020,염창동,"34,000",염창동한강우성,10,0,14,84.7, , ,66-9,11500,5
 ,2019, , ,2020,염창동,"18,500",아네스트염창,10,10,15,14.94, , ,310,11500,12
 ,1999, , ,2020,염창동,"33,600",길훈,10,0,15,59.94, , ,294,11500,2
 ,2001, , ,2020,염창동,"75,000",삼정그린코아,10,0,15,114.877, , ,282,11500,11
 ,2006, , ,2020,염창동,"10,000",염창2차한화꿈에그린,10,100,15,84.99, , ,302,11500,6
 ,2005, , ,2020,염창동,"63,000",롯데캐슬,10,0,15,84.9519, , ,272-11,11500,3
 ,1999, , ,2020,염창동,"47,250",동아3,10,0,15,84.87, , ,258-1,11500,16
 ,2004, , ,2020,염창동,"48,300",일신건영휴먼빌,10,0,15,84.93, , ,298,11500,7
 ,1994, , ,2020,염창동,"38,000",현대1,10,0,16,84.34, , ,288,11500,2
 ,2007, , ,2020,염창동,"58,000",보람더하임105동,10,0,16,103.37, , ,265-28,11500,3
 ,2005, , ,2020,염창동,"70,000",롯데캐슬,10,0,16,84.9519, , ,272-11,11500,1
 ,1999, , ,2020,염창동,"33,000",태영,10,0,17,59.97, , ,270-1,11500,10
 ,1994, , ,2020,염창동,"45,000",현대1,10,0,17,84.84, , ,288,11500,5
 ,2004, , ,2020,염창동,"50,000",일신건영휴먼빌,10,0,17,59.71, , ,298,11500,15
 ,1995, , ,2020,염창동,"32,550",삼성한마음,10,0,17,59.94, , ,244-2,11500,10
