갱신요구권사용,건축년도,계약구분,계약기간,년,법정동,보증금액,아파트,월,월세금액,일,전용면적,종전계약보증금,종전계약월세,지번,지역코드,층
 ,2003, , ,2020,수색동,"30,000",진흥엣세벨,1,0,3,78.2853, , ,416-1,11380,2
 ,2003, , ,2020,수색동,"39,000",진흥엣세벨,1,0,6,106.423, , ,416-1,11380,9
 ,2003, , ,2020,수색동,"32,000",e편한세상 수색 에코포레,1,0,10,84.951, , ,415-1,11380,3
 ,2003, , ,2020,수색동,"42,000",e편한세상 수색 에코포레,1,0,11,114.18, , ,415-1,11380,11
 ,2003, , ,2020,수색동,"31,500",e편한세상 수색 에코포레,1,0,11,84.951, , ,415-1,11380,10
 ,2003, , ,2020,수색동,"28,000",e편한세상 수색 에코포레,1,0,11,59.895, , ,415-1,11380,4
 ,2000, , ,2020,수색동,"27,000",청구,1,0,11,59.97, , ,413,11380,2
 ,1987, , ,2020,수색동,"12,000","수정가,나동",1,0,15,65.34, , ,17-9,11380,2
 ,2003, , ,2020,수색동,"32,000",e편한세상 수색 에코포레,1,0,18,84.951, , ,415-1,11380,11
 ,2000, , ,2020,수색동,"38,000",청구,1,0,20,84.76, , ,413,11380,3
 ,2000, , ,2020,수색동,"37,000",청구,1,0,20,84.76, , ,413,11380,5
 ,2000, , ,2020,수색동,"28,000",청구,1,0,21,59.97, , ,413,11380,7
 ,2003, , ,2020,수색동,"35,000",진흥엣세벨,1,0,29,78.2853, , ,416-1,11380,7
 ,2003, , ,2020,수색동,"35,000",진흥엣세벨,1,0,29,78.2853, , ,416-1,11380,7
 ,2002, , ,2020,녹번동,"27,000",녹번JR아파트,1,0,1,59.866, , ,280-1,11380,13
 ,2002, , ,2020,녹번동,"19,000",녹번JR아파트,1,28,3,59.866, , ,280-1,11380,2
 ,2019, , ,2020,녹번동,"40,000",힐스테이트녹번,1,0,3,49.978, , ,282,11380,1
 ,1989, , ,2020,녹번동,"26,000",녹번현대아파트,1,0,3,62.36, , ,100-55,11380,3
 ,2002, , ,2020,녹번동,"27,000",녹번JR아파트,1,0,4,59.866, , ,280-1,11380,19
 ,2015, , ,2020,녹번동,"10,000",북한산푸르지오,1,140,5,84.99, , ,281,11380,10
 ,1993, , ,2020,녹번동,"35,500",대림아파트(276),1,0,7,84.94, , ,276,11380,6
 ,2019, , ,2020,녹번동,"20,000",힐스테이트녹번,1,120,7,84.898, , ,282,11380,15
 ,2015, , ,2020,녹번동,"43,000",북한산푸르지오,1,0,8,84.99, , ,281,11380,7
 ,2015, , ,2020,녹번동,"50,000",북한산푸르지오,1,0,9,84.99, , ,281,11380,16
 ,1993, , ,2020,녹번동,"10,000",대림아파트(276),1,40,10,84.94, , ,276,11380,15
 ,2015, , ,2020,녹번동,"68,000",북한산푸르지오,1,0,10,114.98, , ,281,11380,4
 ,2015, , ,2020,녹번동,"51,000",북한산푸르지오,1,0,10,84.99, , ,281,11380,5
 ,2007, , ,2020,녹번동,"25,000",리베하임,1,0,11,84.3, , ,29-108,11380,3
 ,2019, , ,2020,녹번동,"10,000",래미안베라힐즈,1,120,11,59.99, , ,283,11380,5
 ,2007, , ,2020,녹번동,"25,000",리베하임,1,0,11,84.3, , ,29-108,11380,3
 ,2002, , ,2020,녹번동,"35,000",녹번JR아파트,1,0,11,84.923, , ,280-1,11380,16
 ,2019, , ,2020,녹번동,"60,000",래미안베라힐즈,1,0,12,84.95, , ,283,11380,19
 ,2019, , ,2020,녹번동,"60,000",힐스테이트녹번,1,0,13,84.898, , ,282,11380,7
 ,2002, , ,2020,녹번동,"31,000",녹번JR아파트,1,0,13,59.866, , ,280-1,11380,7
 ,2015, , ,2020,녹번동,"57,000",북한산푸르지오,1,0,14,114.98, , ,281,11380,11
 ,2002, , ,2020,녹번동,"36,300",녹번JR아파트,1,0,15,84.923, , ,280-1,11380,3
 ,2015, , ,2020,녹번동,"45,000",북한산푸르지오,1,0,15,84.99, , ,281,11380,20
 ,2002, , ,2020,녹번동,"36,300",녹번JR아파트,1,0,15,84.923, , ,280-1,11380,3
 ,2015, , ,2020,녹번동,"41,000",북한산푸르지오,1,0,16,59.99, , ,281,11380,12
 ,2019, , ,2020,녹번동,"25,000",래미안베라힐즈,1,60,16,59.98, , ,283,11380,19
 ,2019, , ,2020,녹번동,"57,000",래미안베라힐즈,1,0,19,84.98, , ,283,11380,10
 ,2015, , ,2020,녹번동,"48,000",북한산푸르지오,1,0,21,84.99, , ,281,11380,16
 ,2008, , ,2020,녹번동,"26,000",송학파크팰리스,1,0,21,56.12, , ,83-47,11380,9
 ,2007, , ,2020,녹번동,"26,500",리베하임,1,0,21,84.28, , ,29-108,11380,6
 ,2002, , ,2020,녹번동,"37,000",녹번JR아파트,1,0,22,84.923, , ,280-1,11380,10
 ,2002, , ,2020,녹번동,"29,000",녹번JR아파트,1,0,22,59.866, , ,280-1,11380,10
 ,2019, , ,2020,녹번동,"5,000",래미안베라힐즈,1,130,22,59.98, , ,283,11380,1
 ,2015, , ,2020,녹번동,"45,000",북한산푸르지오,1,100,28,114.98, , ,281,11380,16
 ,2011, , ,2020,불광동,"47,000",북한산힐스테이트7차,1,0,1,84.891, , ,643,11380,7
 ,2019, , ,2020,불광동,"5,000",베로니스,1,50,1,23.71, , ,486-17,11380,7
 ,2010, , ,2020,불광동,"10,000",북한산래미안아파트(1단지),1,150,2,114.9986, , ,638,11380,3
 ,1988, , ,2020,불광동,"25,000",라이프미성,1,0,3,66.7, , ,248,11380,3
 ,2010, , ,2020,불광동,"47,000",북한산래미안아파트(1단지),1,0,3,84.9885, , ,638,11380,5
 ,2010, , ,2020,불광동,"45,000",북한산현대힐스테이트3차아파트,1,0,3,84.96, , ,641,11380,10
 ,1988, , ,2020,불광동,"25,300",라이프미성,1,0,4,66.7, , ,248,11380,14
 ,1988, , ,2020,불광동,"25,000",라이프미성,1,0,4,66.7, , ,248,11380,2
 ,2010, , ,2020,불광동,"37,000",북한산현대힐스테이트3차아파트,1,0,4,59.99, , ,641,11380,1
 ,2010, , ,2020,불광동,500,북한산래미안아파트(2단지),1,35,5,84.9885, , ,637,11380,11
 ,2011, , ,2020,불광동,"53,000",북한산힐스테이트7차,1,20,7,114.977, , ,643,11380,7
 ,1988, , ,2020,불광동,"22,000",라이프미성,1,0,7,66.7, , ,248,11380,8
 ,1988, , ,2020,불광동,"2,000",라이프미성,1,90,8,66.7, , ,248,11380,2
 ,1988, , ,2020,불광동,"3,700",라이프미성,1,80,8,66.7, , ,248,11380,2
 ,2019, , ,2020,불광동,"21,000",베로니스,1,0,9,27.97, , ,486-17,11380,3
 ,2011, , ,2020,불광동,"50,000",북한산힐스테이트7차,1,0,10,84.947, , ,643,11380,2
 ,2011, , ,2020,불광동,"60,000",북한산힐스테이트7차,1,0,10,114.977, , ,643,11380,10
 ,2015, , ,2020,불광동,"3,000",정익제이원(4차),1,65,11,24.39, , ,484-56,11380,8
 ,2011, , ,2020,불광동,"42,100",북한산힐스테이트7차,1,0,11,59.981, , ,643,11380,7
 ,2011, , ,2020,불광동,"42,100",북한산힐스테이트7차,1,0,11,59.981, , ,643,11380,7
 ,2011, , ,2020,불광동,"46,000",북한산힐스테이트7차,1,0,11,84.986, , ,643,11380,12
 ,2019, , ,2020,불광동,"20,000",베로니스,1,0,11,28.84, , ,486-17,11380,4
 ,2011, , ,2020,불광동,"42,100",북한산힐스테이트7차,1,0,11,59.981, , ,643,11380,7
 ,2004, , ,2020,불광동,"46,000",북한산현대홈타운,1,0,12,84.9956, , ,633,11380,8
 ,1993, , ,2020,불광동,"33,500",현대아파트,1,0,13,134.17, , ,171-61,11380,7
 ,2015, , ,2020,불광동,"19,500",정익제이원(4차),1,0,15,23.96, , ,484-56,11380,14
 ,1988, , ,2020,불광동,"37,000",라이프미성,1,0,15,125.75, , ,248,11380,1
 ,1988, , ,2020,불광동,"29,000",라이프미성,1,0,16,84.65, , ,248,11380,2
 ,2011, , ,2020,불광동,"49,000",북한산힐스테이트7차,1,0,16,84.947, , ,643,11380,16
 ,1995, , ,2020,불광동,"36,000",신우아파트,1,0,16,114.85, , ,241-23,11380,3
 ,2011, , ,2020,불광동,"50,000",북한산힐스테이트7차,1,0,16,84.947, , ,643,11380,6
