갱신요구권사용,건축년도,계약구분,계약기간,년,법정동,보증금액,아파트,월,월세금액,일,전용면적,종전계약보증금,종전계약월세,지번,지역코드,층
 ,1997, , ,2021,노량진동,"52,500",우성,4,0,1,84.84, , ,323,11590,17
 ,2001, ,21.07~23.07,2021,노량진동,"15,000",신동아리버파크,4,130,3,114.75, , ,325,11590,6
 ,2001, , ,2021,노량진동,"44,000",신동아리버파크,4,0,3,84.88, , ,325,11590,12
 ,2001, , ,2021,노량진동,"20,000",신동아리버파크,4,120,3,84.88, , ,325,11590,6
 ,2001, , ,2021,노량진동,"5,000",신동아리버파크,4,100,3,59.67, , ,325,11590,14
 ,2020, , ,2021,노량진동,"3,304",더클래식동작,4,10,5,16.25, , ,37-1,11590,3
 ,2020, , ,2021,노량진동,"3,304",더클래식동작,4,10,5,16.25, , ,37-1,11590,18
 ,2020, , ,2021,노량진동,"5,318",더클래식동작,4,40,7,14.17, , ,37-1,11590,7
 ,2001, ,21.04~23.04,2021,노량진동,"47,000",신동아리버파크,4,0,7,84.88, , ,325,11590,28
 ,2001, , ,2021,노량진동,"39,000",신동아리버파크,4,0,7,84.88, , ,325,11590,9
 ,1997, , ,2021,노량진동,"5,000",우성,4,100,10,59.82, , ,323,11590,6
 ,2001, , ,2021,노량진동,"48,000",신동아리버파크,4,0,10,59.67, , ,325,11590,18
 ,2018, , ,2021,노량진동,"1,000",고려교육타워-어바니엘한강,4,82,12,18.9, , ,333,11590,17
 ,2001, , ,2021,노량진동,"40,000",신동아리버파크,4,50,12,84.88, , ,325,11590,6
 ,2001, , ,2021,노량진동,"75,000",신동아리버파크,4,0,12,114.75, , ,325,11590,7
 ,2001, , ,2021,노량진동,"34,650",신동아리버파크,4,0,13,59.67, , ,325,11590,7
 ,2001, , ,2021,노량진동,"47,500",신동아리버파크,4,0,15,59.67, , ,325,11590,1
 ,1997, , ,2021,노량진동,"34,600",우성,4,0,16,59.82, , ,323,11590,4
 ,2001, , ,2021,노량진동,"47,000",신동아리버파크,4,0,19,84.88, , ,325,11590,19
 ,2001, ,21.04~23.04,2021,노량진동,"2,955",SHVille(임대),4,4,21,32.76, , ,326,11590,2
 ,2001, ,21.06~23.06,2021,노량진동,"20,000",신동아리버파크,4,70,21,59.67, , ,325,11590,8
 ,2020, , ,2021,노량진동,"4,480",더클래식동작,4,34,23,14.23, , ,37-1,11590,3
 ,1997, , ,2021,노량진동,"43,000",우성,4,0,24,84.96, , ,323,11590,16
 ,2001, , ,2021,노량진동,"75,000",신동아리버파크,4,0,24,114.75, , ,325,11590,14
 ,2010, ,21.06~23.06,2021,노량진동,"46,200",쌍용예가,4,0,24,59.957, , ,332,11590,3
 ,1997, , ,2021,노량진동,"25,000",건영(103동-106동),4,55,26,84.94, , ,324,11590,18
 ,2020, , ,2021,노량진동,"5,022",더클래식동작,4,36,28,16.25, , ,37-1,11590,17
 ,2018, ,21.06~23.06,2021,상도동,"30,000",e편한세상상도노빌리티,4,140,1,59.7827, , ,903,11590,8
 ,2021, , ,2021,상도동,"65,000",상도역롯데캐슬파크엘,4,30,1,74.9587, , ,904,11590,8
 ,2004, , ,2021,상도동,"60,000",아이파크,4,0,1,84.96, , ,416,11590,11
 ,2008, , ,2021,상도동,"50,000",동원베네스트,4,20,2,84.97, , ,528,11590,7
 ,2021, ,21.04~23.04,2021,상도동,"1,000",상도역롯데캐슬파크엘,4,60,2,84.9807, , ,904,11590,3
 ,2021, , ,2021,상도동,"60,000",상도역롯데캐슬파크엘,4,35,2,74.9587, , ,904,11590,10
 ,1997, ,21.06~23.06,2021,상도동,"30,000",건영,4,0,2,32.8, , ,414,11590,12
 ,2021, , ,2021,상도동,"65,000",상도역롯데캐슬파크엘,4,0,3,59.98, , ,904,11590,2
 ,2021, , ,2021,상도동,"85,000",상도역롯데캐슬파크엘,4,0,3,84.9833, , ,904,11590,11
 ,2021, , ,2021,상도동,"50,000",상도역롯데캐슬파크엘,4,110,3,84.9952, , ,904,11590,18
 ,2008, , ,2021,상도동,"75,000",동원베네스트,4,0,3,84.959, , ,528,11590,2
 ,2004, , ,2021,상도동,"47,000",래미안상도3차,4,30,3,84.96, , ,431,11590,14
 ,2021, , ,2021,상도동,"50,000",상도역롯데캐슬파크엘,4,60,3,59.9818, , ,904,11590,16
 ,1994, , ,2021,상도동,"42,000",상도동삼호아파트,4,0,3,83.89, , ,408,11590,16
 ,2003, , ,2021,상도동,"41,600",삼성래미안2,4,0,3,59.886, , ,421,11590,4
 ,2007, , ,2021,상도동,"46,000",포스코더샵,4,0,3,59.99, , ,521,11590,12
 ,2021, , ,2021,상도동,"70,000",상도역롯데캐슬파크엘,4,0,4,74.9853, , ,904,11590,9
 ,2008, , ,2021,상도동,"48,300",동원베네스트,4,0,5,84.97, , ,528,11590,1
 ,2021, ,21.07~23.07,2021,상도동,"75,000",상도역롯데캐슬파크엘,4,0,5,74.9853, , ,904,11590,10
 ,2021, , ,2021,상도동,"83,000",상도역롯데캐슬파크엘,4,0,5,84.9952, , ,904,11590,10
 ,2021, , ,2021,상도동,"70,000",상도역롯데캐슬파크엘,4,0,5,74.9587, , ,904,11590,19
 ,2021, , ,2021,상도동,"73,000",상도역롯데캐슬파크엘,4,0,5,74.9587, , ,904,11590,14
 ,1997, , ,2021,상도동,"44,000",삼익,4,0,6,59.93, , ,413,11590,5
 ,2021, , ,2021,상도동,"68,000",상도역롯데캐슬파크엘,4,0,6,59.9818, , ,904,11590,18
 ,2012, , ,2021,상도동,"50,000",힐스테이트 상도 센트럴파크,4,120,6,84.6099, , ,531,11590,4
 ,2021, , ,2021,상도동,"70,000",상도역롯데캐슬파크엘,4,0,6,74.9853, , ,904,11590,20
 ,2012, , ,2021,상도동,"66,150",힐스테이트 상도 센트럴파크,4,0,6,84.7835, , ,531,11590,8
 ,1997, , ,2021,상도동,"41,000",건영,4,25,6,114.96, , ,414,11590,6
 ,2004, , ,2021,상도동,"56,000",래미안상도3차,4,0,7,84.96, , ,431,11590,7
 ,2021, , ,2021,상도동,"74,000",상도역롯데캐슬파크엘,4,0,7,74.9587, , ,904,11590,12
 ,2005, , ,2021,상도동,"30,000",상도타워A,4,0,7,78.26, , ,283-75,11590,6
 ,2021, , ,2021,상도동,"89,000",상도역롯데캐슬파크엘,4,0,7,84.9807, , ,904,11590,6
 ,1997, , ,2021,상도동,"46,200",건영,4,0,7,114.96, , ,414,11590,3
 ,2009, , ,2021,상도동,"26,200",파크뷰,4,0,8,79.44, , ,283-68,11590,4
 ,2021, , ,2021,상도동,"67,000",상도역롯데캐슬파크엘,4,0,8,59.9818, , ,904,11590,5
 ,2016, , ,2021,상도동,"60,500",상도파크자이,4,0,8,84.918, , ,900,11590,8
 ,2021, , ,2021,상도동,"70,000",상도역롯데캐슬파크엘,4,0,8,74.9587, , ,904,11590,2
 ,2021, , ,2021,상도동,"67,000",상도역롯데캐슬파크엘,4,0,8,59.9818, , ,904,11590,12
 ,2021, , ,2021,상도동,"40,000",상도역롯데캐슬파크엘,4,20,8,84.9952, , ,904,11590,6
 ,2007, , ,2021,상도동,"50,000",이수브라운스톤상도(527-0),4,0,8,84.91, , ,527,11590,4
 ,2007, ,21.06~23.06,2021,상도동,"50,000",이수브라운스톤상도(527-0),4,0,8,84.91, , ,527,11590,9
 ,2004, , ,2021,상도동,"36,000",래미안상도3차,4,67,8,84.96, , ,431,11590,1
 ,2004, , ,2021,상도동,"40,000",래미안상도3차,4,100,8,114.97, , ,431,11590,3
 ,1994, , ,2021,상도동,"52,000",상도동삼호아파트,4,0,8,114.63, , ,408,11590,2
 ,2021, , ,2021,상도동,"13,600",상도역롯데캐슬파크엘,4,0,9,59.9851, , ,904,11590,13
 ,2021, ,21.06~23.06,2021,상도동,"75,000",상도역롯데캐슬파크엘,4,0,9,74.9587, , ,904,11590,20
 ,2004, , ,2021,상도동,"43,050",래미안상도3차,4,0,9,59.97, , ,431,11590,1
 ,2021, , ,2021,상도동,"75,000",상도역롯데캐슬파크엘,4,0,9,74.9587, , ,904,11590,10
 ,2021, , ,2021,상도동,"73,000",상도역롯데캐슬파크엘,4,0,9,74.9587, , ,904,11590,10
 ,2007, ,21.06~23.06,2021,상도동,"54,000",포스코더샵,4,30,9,59.99, , ,521,11590,7
 ,2016, , ,2021,상도동,"2,000",상도휴엔하임,4,55,9,14.7, , ,363-164,11590,8
 ,2016, , ,2021,상도동,"50,000",상도효성해링턴플레이스,4,60,9,84.8136, , ,536,11590,24
 ,2013, , ,2021,상도동,"85,000",힐스테이트 상도 프레스티지,4,0,9,84.884, , ,533,11590,2
 ,2003, ,21.07~23.07,2021,상도동,"42,000",삼성래미안2,4,0,9,59.886, , ,421,11590,11
 ,2013, , ,2021,상도동,"63,000",힐스테이트 상도 프레스티지,4,0,9,84.884, , ,533,11590,18
 ,2007, , ,2021,상도동,"70,000",이수브라운스톤상도(527-0),4,0,9,59.91, , ,527,11590,12
 ,2016, , ,2021,상도동,"86,100",상도파크자이,4,0,9,84.918, , ,900,11590,7
 ,2021, , ,2021,상도동,"65,000",상도역롯데캐슬파크엘,4,0,10,59.9818, , ,904,11590,14
 ,1993, , ,2021,상도동,"36,000",성우,4,0,10,72, , ,380-1,11590,3
 ,2004, , ,2021,상도동,"55,650",래미안상도3차,4,0,10,84.96, , ,431,11590,7
 ,2004, , ,2021,상도동,"42,000",상도동래미안1차,4,0,10,59.828, , ,450,11590,5
 ,2021, ,21.07~23.07,2021,상도동,"5,000",상도역롯데캐슬파크엘,4,53,10,110.9996, , ,904,11590,6
 ,2021, , ,2021,상도동,"65,000",상도역롯데캐슬파크엘,4,0,10,59.9851, , ,904,11590,3
 ,2021, , ,2021,상도동,"72,000",상도역롯데캐슬파크엘,4,0,10,74.9587, , ,904,11590,13
 ,2016, , ,2021,상도동,"48,000",상도효성해링턴플레이스,4,25,11,59.9769, , ,536,11590,14
 ,2021, , ,2021,상도동,"80,000",상도역롯데캐슬파크엘,4,0,11,84.9952, , ,904,11590,13
 ,2004, , ,2021,상도동,"74,500",래미안상도3차,4,0,12,84.96, , ,431,11590,5
 ,2021, , ,2021,상도동,"75,000",상도역롯데캐슬파크엘,4,0,12,74.9853, , ,904,11590,8
 ,2016, , ,2021,상도동,500,상도휴엔하임,4,60,12,14.7, , ,363-164,11590,8
 ,2021, , ,2021,상도동,"81,500",상도역롯데캐슬파크엘,4,0,13,84.9952, , ,904,11590,6
 ,2021, , ,2021,상도동,"5,000",상도역롯데캐슬파크엘,4,55,13,110.9996, , ,904,11590,15
 ,2021, , ,2021,상도동,"50,000",상도역롯데캐슬파크엘,4,110,13,84.9833, , ,904,11590,17
 ,2006, , ,2021,상도동,"3,949",상도에스에이치빌,4,0,13,32.43, , ,430,11590,9
 ,2021, , ,2021,상도동,"70,000",상도역롯데캐슬파크엘,4,0,14,74.9587, , ,904,11590,17
 ,2021, , ,2021,상도동,"80,000",상도역롯데캐슬파크엘,4,0,14,84.9952, , ,904,11590,8
 ,2003, , ,2021,상도동,"47,000",삼성래미안2,4,0,14,84.796, , ,421,11590,6
 ,2004, , ,2021,상도동,"57,750",래미안상도3차,4,0,14,84.96, , ,431,11590,5
 ,2006, , ,2021,상도동,"1,744",상도에스에이치빌,4,17,14,32.43, , ,430,11590,2
 ,2021, , ,2021,상도동,"66,000",상도역롯데캐슬파크엘,4,0,15,59.6984, , ,904,11590,3
 ,2021, , ,2021,상도동,"69,000",상도역롯데캐슬파크엘,4,0,15,59.6984, , ,904,11590,20
 ,2021, , ,2021,상도동,"80,000",상도역롯데캐슬파크엘,4,0,15,84.9952, , ,904,11590,5
 ,2021, ,21.06~23.06,2021,상도동,"83,000",상도역롯데캐슬파크엘,4,0,15,84.9952, , ,904,11590,12
 ,2021, ,21.06~23.06,2021,상도동,"50,000",상도역롯데캐슬파크엘,4,100,15,84.9952, , ,904,11590,9
 ,2006, , ,2021,상도동,"43,000",상도2차갑을명가,4,0,15,84.33, , ,459,11590,7
 ,2010, , ,2021,상도동,"53,550",상도두산위브,4,0,15,84.99, , ,529,11590,2
 ,2012, , ,2021,상도동,"64,000",힐스테이트 상도 센트럴파크,4,0,16,84.7835, , ,531,11590,8
 ,2007, , ,2021,상도동,"52,000",이수브라운스톤상도(527-0),4,10,16,84.99, , ,527,11590,10
 ,2006, , ,2021,상도동,"47,000",상도갑을명가1차,4,0,16,84.38, , ,458,11590,7
 ,2006, ,21.07~23.07,2021,상도동,"47,000",상도갑을명가1차,4,0,16,84.38, , ,458,11590,7
 ,2003, ,21.06~23.06,2021,상도동,"71,000",중앙하이츠빌,4,0,16,84.9883, , ,415,11590,12
 ,1995, ,21.07~23.07,2021,상도동,"4,100",대림아파트,4,0,16,84.89, , ,411,11590,7
 ,2021, ,21.07~23.07,2021,상도동,"110,000",상도역롯데캐슬파크엘,4,0,16,110.9996, , ,904,11590,3
 ,2016, , ,2021,상도동,"83,000",상도효성해링턴플레이스,4,0,17,84.9116, , ,536,11590,14
 ,2003, , ,2021,상도동,"47,250",삼성래미안2,4,0,17,84.796, , ,421,11590,11
 ,2021, , ,2021,상도동,"71,000",상도역롯데캐슬파크엘,4,0,17,74.9853, , ,904,11590,11
 ,2016, , ,2021,상도동,"83,000",상도효성해링턴플레이스,4,0,17,84.9116, , ,536,11590,14
 ,2016, , ,2021,상도동,"75,000",두산위브트레지움2차,4,0,17,84.9736, , ,535,11590,5
 ,2021, , ,2021,상도동,"68,000",상도역롯데캐슬파크엘,4,0,17,59.9851, , ,904,11590,10
 ,2021, , ,2021,상도동,"74,000",상도역롯데캐슬파크엘,4,0,17,74.9587, , ,904,11590,8
 ,2012, , ,2021,상도동,"1,000",씨티아모리움,4,45,18,12.7071, , ,532,11590,5
 ,2003, ,21.06~23.06,2021,상도동,"35,000",쌍용스윗닷홈,4,90,18,84.954, , ,418,11590,8
 ,2021, , ,2021,상도동,"67,000",상도역롯데캐슬파크엘,4,0,19,59.6984, , ,904,11590,5
 ,2007, , ,2021,상도동,"50,000",포스코더샵,4,60,19,84.992, , ,521,11590,3
 ,2016, , ,2021,상도동,"1,000",상도휴엔하임,4,60,19,14.7, , ,363-164,11590,11
 ,2021, , ,2021,상도동,"67,000",상도역롯데캐슬파크엘,4,0,20,59.9851, , ,904,11590,4
 ,2021, , ,2021,상도동,"67,000",상도역롯데캐슬파크엘,4,0,20,59.9851, , ,904,11590,4
 ,2021, ,21.06~23.06,2021,상도동,"65,000",상도역롯데캐슬파크엘,4,0,20,59.9818, , ,904,11590,2
 ,2021, , ,2021,상도동,"75,000",상도역롯데캐슬파크엘,4,0,20,84.9807, , ,904,11590,5
 ,2021, , ,2021,상도동,"66,000",상도역롯데캐슬파크엘,4,0,20,59.9818, , ,904,11590,5
 ,2006, , ,2021,상도동,"50,000",상도2차갑을명가,4,0,20,84.33, , ,459,11590,8
 ,2007, ,21.06~23.06,2021,상도동,"10,000",이수브라운스톤상도(527-0),4,150,21,59.91, , ,527,11590,7
 ,2021, , ,2021,상도동,"45,000",상도역롯데캐슬파크엘,4,60,21,59.9818, , ,904,11590,2
 ,2003, , ,2021,상도동,"38,000",남현그린,4,0,21,77.42, , ,210-250,11590,2
 ,2003, , ,2021,상도동,"38,000",남현그린,4,0,21,77.42, , ,210-250,11590,2
 ,2021, ,21.06~23.06,2021,상도동,"72,000",상도역롯데캐슬파크엘,4,0,22,59.9818, , ,904,11590,14
 ,2003, , ,2021,상도동,"42,500",삼성래미안2,4,0,23,59.886, , ,421,11590,11
 ,2021, , ,2021,상도동,"70,000",상도역롯데캐슬파크엘,4,0,23,59.6984, , ,904,11590,9
 ,2021, , ,2021,상도동,"66,000",상도역롯데캐슬파크엘,4,0,23,59.9818, , ,904,11590,10
 ,2021, ,21.06~23.06,2021,상도동,"100,000",상도역롯데캐슬파크엘,4,0,23,110.9996, , ,904,11590,5
 ,2021, , ,2021,상도동,"69,000",상도역롯데캐슬파크엘,4,0,23,59.9818, , ,904,11590,11
 ,1980, , ,2021,상도동,"22,000",약수맨션,4,0,23,131.47, , ,211-1,11590,4
 ,2003, , ,2021,상도동,"42,000",쌍용스윗닷홈,4,0,23,59.578, , ,418,11590,2
 ,2013, , ,2021,상도동,"64,050",힐스테이트 상도 프레스티지,4,0,23,84.884, , ,533,11590,19
 ,2018, , ,2021,상도동,"80,000",e편한세상상도노빌리티,4,0,23,84.9704, , ,903,11590,1
 ,2021, , ,2021,상도동,"68,000",상도역롯데캐슬파크엘,4,0,24,59.9818, , ,904,11590,9
 ,2021, , ,2021,상도동,"15,000",상도역롯데캐슬파크엘,4,195,24,84.9952, , ,904,11590,14
 ,2021, , ,2021,상도동,"67,000",상도역롯데캐슬파크엘,4,0,24,59.9818, , ,904,11590,4
 ,2007, ,21.06~23.06,2021,상도동,"89,000",포스코더샵,4,0,24,132.735, , ,521,11590,13
 ,2010, ,21.07~23.07,2021,상도동,"77,000",상도두산위브,4,0,24,84.534, , ,529,11590,12
 ,2008, , ,2021,상도동,"50,000",동원베네스트,4,70,24,84.97, , ,528,11590,8
 ,2007, ,21.06~23.06,2021,상도동,"70,000",포스코더샵,4,0,24,84.995, , ,521,11590,13
 ,1994, , ,2021,상도동,"57,000",상도동삼호아파트,4,0,24,84.52, , ,408,11590,15
 ,2018, ,21.07~23.07,2021,상도동,"73,000",e편한세상상도노빌리티,4,0,24,59.5905, , ,903,11590,27
 ,2018, , ,2021,상도동,"60,900",e편한세상상도노빌리티,4,0,24,84.8746, , ,903,11590,23
 ,2013, , ,2021,상도동,"63,000",힐스테이트 상도 프레스티지,4,0,24,84.951, , ,533,11590,11
 ,2006, , ,2021,상도동,"45,000",상도2차갑을명가,4,23,25,84.33, , ,459,11590,6
