갱신요구권사용,건축년도,계약구분,계약기간,년,법정동,보증금액,아파트,월,월세금액,일,전용면적,종전계약보증금,종전계약월세,지번,지역코드,층
 ,1997, , ,2021,면목동,"26,250",풍림,2,0,1,84.64, , ,1514,11260,14
 ,2006, , ,2021,면목동,"40,000",경남아너스빌,2,20,1,84.961, , ,1529,11260,1
 ,2020, , ,2021,면목동,"30,000",사가정센트럴아이파크,2,100,1,59.92, , ,1545,11260,11
 ,2018, , ,2021,면목동,"27,500",킴스아파트,2,0,2,35.75, , ,126-1,11260,4
 ,2013, , ,2021,면목동,"1,000",신영,2,35,2,13.18, , ,538,11260,4
 ,1988, , ,2021,면목동,"15,700",면목한신,2,0,2,35.3, , ,193-1,11260,10
 ,2018, , ,2021,면목동,"27,000",킴스아파트,2,0,3,35.75, , ,126-1,11260,12
 ,2000, , ,2021,면목동,"20,000",두산4,2,100,3,84.86, , ,1522,11260,17
 ,1994, , ,2021,면목동,"46,000",현대,2,0,3,74.79, , ,1502,11260,3
 ,2000, , ,2021,면목동,"31,500",두산4,2,0,4,84.86, , ,1522,11260,2
 ,1998, , ,2021,면목동,"32,000",신우,2,0,4,84.66, , ,1518,11260,6
 ,2003, , ,2021,면목동,"55,000",동원베네스트,2,0,4,84.86, , ,1508,11260,2
 ,2013, , ,2021,면목동,"1,000",현대휴온,2,90,4,35.5, , ,1535,11260,8
 ,2004, , ,2021,면목동,"60,000",리치카운티,2,0,5,84.741, , ,1505,11260,5
 ,1995, , ,2021,면목동,"50,000",두산2,2,0,5,134.2, , ,1510,11260,10
 ,2013, , ,2021,면목동,500,신영,2,55,5,16.93, , ,538,11260,5
 ,1997, , ,2021,면목동,"40,000",성원상떼빌,2,0,6,59.91, , ,1515,11260,7
 ,2000, , ,2021,면목동,"38,000",두산4,2,0,6,84.86, , ,1522,11260,7
 ,2006, , ,2021,면목동,"37,800",경남아너스빌,2,0,6,59.981, , ,1529,11260,5
 ,1994, , ,2021,면목동,"35,000",현대,2,0,8,84.09, , ,1502,11260,1
 ,2002, , ,2021,면목동,"22,000",동일,2,13,8,70.8, , ,376-5,11260,6
 ,1988, , ,2021,면목동,"1,000",면목한신,2,55,9,35.3, , ,193-1,11260,13
