갱신요구권사용,건축년도,계약구분,계약기간,년,법정동,보증금액,아파트,월,월세금액,일,전용면적,종전계약보증금,종전계약월세,지번,지역코드,층
 ,2007, , ,2020,신설동,"5,000",청계천대성스카이렉스1,4,145,4,75.24, , ,109-13,11230,6
 ,2018, , ,2020,신설동,"15,500",포레스트힐시티,4,0,15,14.75, , ,100-26,11230,20
 ,2018, , ,2020,신설동,"13,650",포레스트힐시티,4,0,15,15.25, , ,100-26,11230,19
 ,2018, , ,2020,신설동,"1,000",포레스트힐시티,4,65,18,14.75, , ,100-26,11230,15
 ,2017, , ,2020,신설동,"3,000",신설동지웰홈스,4,53,22,13.75, , ,117-9,11230,11
 ,2018, , ,2020,신설동,"14,500",포레스트힐시티,4,0,25,14.75, , ,100-26,11230,15
 ,2018, , ,2020,신설동,"1,500",포레스트힐시티,4,65,30,15.25, , ,100-26,11230,15
 ,2019, , ,2020,용두동,"3,000",청계한양아이클래스,4,50,2,14.22, , ,255-49,11230,16
 ,2011, , ,2020,용두동,"34,000",래미안 허브리츠,4,80,4,84.97, , ,792,11230,4
 ,2011, , ,2020,용두동,"26,000",래미안 허브리츠,4,80,4,59.9, , ,792,11230,10
 ,2009, , ,2020,용두동,"53,000",용두두산위브,4,0,6,105.6, , ,791,11230,6
 ,2011, , ,2020,용두동,"2,715",래미안허브리츠(임대),4,26,6,39.94, , ,792-1,11230,7
 ,2016, , ,2020,용두동,"28,875",동대문푸르지오시티(도시형생활주택),4,0,7,30.11, , ,104-3,11230,2
 ,2019, , ,2020,용두동,"1,000",청계한양아이클래스,4,70,11,14.22, , ,255-49,11230,17
 ,2011, , ,2020,용두동,"39,000",래미안 허브리츠,4,0,11,84.96, , ,792,11230,3
 ,1994, , ,2020,용두동,"32,000",신동아,4,0,11,58.59, , ,779,11230,7
 ,2009, , ,2020,용두동,"2,000",롯데캐슬피렌체,4,85,12,30.4, , ,790,11230,12
 ,1994, , ,2020,용두동,"37,000",신동아,4,0,13,84.63, , ,779,11230,15
 ,2016, , ,2020,용두동,"2,000",동대문푸르지오시티(도시형생활주택),4,98,14,30.11, , ,104-3,11230,16
 ,2016, , ,2020,용두동,"33,000",동대문푸르지오시티(도시형생활주택),4,0,15,36.99, , ,104-3,11230,7
 ,2014, , ,2020,용두동,"21,000",리안빌딩,4,0,17,44.22, , ,138-59,11230,6
 ,1994, , ,2020,용두동,"28,350",신동아,4,0,18,58.59, , ,779,11230,8
 ,2015, , ,2020,용두동,"3,895",용두롯데캐슬리치,4,7,20,38.7223, , ,794,11230,4
 ,2009, , ,2020,용두동,"5,000",롯데캐슬피렌체,4,55,24,26.08, , ,790,11230,13
 ,2004, , ,2020,용두동,"27,000",신설동역대우아이빌1,4,0,24,47.988, , ,236-1,11230,12
 ,2015, , ,2020,용두동,"48,000",용두롯데캐슬리치,4,0,30,59.9779, , ,794,11230,2
 ,2004, , ,2020,제기동,"33,000",한신아파트,4,0,2,59.84, , ,1212,11230,20
 ,1977, , ,2020,제기동,"25,000",경동미주,4,0,3,67.21, , ,892-68,11230,9
 ,2004, , ,2020,제기동,"10,000",한신아파트,4,125,4,114.885, , ,1212,11230,3
 ,2004, , ,2020,제기동,"40,000",한신아파트,4,0,8,84.76, , ,1212,11230,12
 ,2003, , ,2020,제기동,"25,000",안암골벽산,4,60,9,84.98, , ,153,11230,19
 ,2003, , ,2020,제기동,"52,000",안암골벽산,4,0,10,116.69, , ,153,11230,12
 ,1977, , ,2020,제기동,"23,000",경동미주,4,0,13,67.21, , ,892-68,11230,2
 ,2004, , ,2020,제기동,"34,000",한신아파트,4,0,17,59.84, , ,1212,11230,19
 ,1999, , ,2020,제기동,"8,000",현대,4,100,21,90.95, , ,892-66,11230,8
 ,2005, , ,2020,제기동,"45,000",이수브라운스톤,4,0,22,84.9, , ,252,11230,14
 ,2004, , ,2020,제기동,"33,000",한신아파트,4,0,23,59.84, , ,1212,11230,5
 ,2004, ,20.04~22.04,2020,제기동,"33,000",한신아파트,4,0,23,59.84, , ,1212,11230,5
 ,2004, , ,2020,제기동,"32,000",한신아파트,4,0,25,59.84, , ,1212,11230,16
 ,2003, , ,2020,제기동,"20,000",안암골벽산,4,120,25,116.69, , ,153,11230,9
 ,2004, , ,2020,제기동,"32,000",한신아파트,4,0,25,59.84, , ,1212,11230,23
 ,2005, , ,2020,제기동,"32,000",동성네스트빌,4,0,29,79.61, , ,1158-6,11230,4
 ,2012, , ,2020,전농동,"50,000",래미안아름숲,4,0,1,84.7, , ,688,11230,5
 ,2000, , ,2020,전농동,"35,000",전농SK,4,0,1,59.96, , ,10,11230,19
 ,2014, , ,2020,전농동,"68,000",래미안크레시티,4,0,2,121.95, , ,690,11230,6
 ,2012, , ,2020,전농동,"62,000",래미안아름숲,4,0,2,114.9, , ,688,11230,6
 ,2014, , ,2020,전농동,"68,000",래미안크레시티,4,0,2,121.95, , ,690,11230,6
 ,2012, , ,2020,전농동,"50,000",래미안아름숲,4,0,2,84.92, , ,688,11230,6
 ,2000, , ,2020,전농동,"35,000",전농동삼성래미안,4,0,2,59.93, , ,155,11230,2
 ,2000, ,20.06~22.05,2020,전농동,"7,000",전농SK,4,120,3,84.95, , ,10,11230,20
 ,2000, , ,2020,전농동,"45,000",전농SK,4,0,3,114.3, , ,10,11230,15
 ,2000, , ,2020,전농동,"7,000",전농SK,4,120,3,84.95, , ,10,11230,20
 ,2014, , ,2020,전농동,"58,000",래미안크레시티,4,0,4,84.96, , ,690,11230,16
 ,2014, , ,2020,전농동,"50,000",래미안크레시티,4,0,4,59.99, , ,690,11230,4
 ,1992, , ,2020,전농동,"26,000",전농우성,4,0,4,59.78, , ,6,11230,11
 ,2000, , ,2020,전농동,"42,000",전농SK,4,0,4,84.95, , ,10,11230,19
 ,2000, , ,2020,전농동,"30,000",전농SK,4,35,4,84.95, , ,10,11230,9
 ,2000, , ,2020,전농동,"30,000",전농SK,4,0,4,59.34, , ,10,11230,2
 ,2000, , ,2020,전농동,"42,000",전농SK,4,0,4,84.95, , ,10,11230,19
 ,1992, , ,2020,전농동,"20,000",전농우성,4,0,4,44.24, , ,6,11230,2
 ,1992, , ,2020,전농동,"25,000",전농우성,4,0,5,59.78, , ,6,11230,9
 ,2000, , ,2020,전농동,"40,000",전농동삼성래미안,4,0,8,84.98, , ,155,11230,5
 ,2018, , ,2020,전농동,"61,000",동대문롯데캐슬노블레스,4,0,8,84.98, , ,695,11230,9
 ,2000, , ,2020,전농동,"32,000",전농SK,4,0,9,59.34, , ,10,11230,4
 ,2000, , ,2020,전농동,"42,000",전농SK,4,0,9,84.95, , ,10,11230,3
 ,2018, , ,2020,전농동,"59,000",동대문롯데캐슬노블레스,4,0,9,84.98, , ,695,11230,21
 ,2018, , ,2020,전농동,"52,000",동대문롯데캐슬노블레스,4,0,10,59.98, , ,695,11230,19
 ,2013, , ,2020,전농동,"19,000",CNHHome,4,0,10,43.84, , ,103-106,11230,4
 ,2014, , ,2020,전농동,"79,000",래미안크레시티,4,0,10,121.95, , ,690,11230,17
 ,2000, , ,2020,전농동,"1,500",전농동삼성래미안,4,95,10,59.93, , ,155,11230,1
 ,2018, , ,2020,전농동,"52,000",동대문롯데캐슬노블레스,4,0,10,59.98, , ,695,11230,19
 ,2000, , ,2020,전농동,"32,000",전농SK,4,0,10,59.34, , ,10,11230,18
 ,2000, , ,2020,전농동,"32,000",전농SK,4,0,11,59.34, , ,10,11230,9
 ,1992, , ,2020,전농동,"21,000",전농우성,4,0,11,44.24, , ,6,11230,4
 ,2014, , ,2020,전농동,"55,000",래미안크레시티,4,0,11,84.96, , ,690,11230,8
 ,2014, , ,2020,전농동,"60,000",래미안크레시티,4,0,14,84.96, , ,690,11230,21
 ,1992, , ,2020,전농동,"21,000",전농우성,4,0,15,44.24, , ,6,11230,4
 ,2000, , ,2020,전농동,"3,000",전농SK,4,100,15,59.34, , ,10,11230,6
 ,2005, , ,2020,전농동,"41,000",전농동신성미소지움,4,0,15,55.371, , ,687,11230,16
 ,2014, , ,2020,전농동,"60,000",래미안크레시티,4,0,16,84.97, , ,690,11230,5
 ,2014, , ,2020,전농동,"60,000",래미안크레시티,4,0,16,84.97, , ,690,11230,5
 ,2000, , ,2020,전농동,"32,000",전농SK,4,0,17,59.34, , ,10,11230,13
 ,2000, , ,2020,전농동,"1,170",전농SK(임대),4,15,17,32.77, , ,10-1,11230,6
