갱신요구권사용,건축년도,계약구분,계약기간,년,법정동,보증금액,아파트,월,월세금액,일,전용면적,종전계약보증금,종전계약월세,지번,지역코드,층
 ,2010, , ,2020,남대문로5가,"120,000",남산트라팰리스,9,0,5,142.23, , ,827,11140,23
 ,2011, , ,2020,회현동1가,"5,000",남산롯데캐슬아이리스,9,200,5,44.99, , ,208,11140,10
 ,2011, , ,2020,회현동1가,"130,000",남산롯데캐슬아이리스,9,0,10,187.44, , ,208,11140,6
 ,2011, , ,2020,회현동1가,"70,000",남산롯데캐슬아이리스,9,130,11,133.98, , ,208,11140,16
 ,2011, , ,2020,회현동1가,"110,000",남산롯데캐슬아이리스,9,0,16,133.98, , ,208,11140,12
 ,1975, , ,2020,회현동1가,"10,000",삼풍,9,60,29,66.16, , ,146-1,11140,7
 ,1975, , ,2020,회현동1가,"10,000",삼풍,9,60,29,66.16, , ,146-1,11140,7
 ,2016, , ,2020,충무로5가,"17,800",충무로엘크루메크로시티2차,9,0,1,22.75, , ,36-2,11140,2
 ,2016, , ,2020,충무로5가,"1,000",충무로엘크루메크로시티2차,9,75,5,22.75, , ,36-2,11140,10
 ,2016, , ,2020,충무로5가,"29,500",충무로엘크루메크로시티2차,9,0,8,35.55, , ,36-2,11140,13
 ,2018, , ,2020,충무로5가,"2,000",충무로헤센스마트,9,120,11,40.65, , ,90,11140,6
 ,2018, , ,2020,충무로5가,"22,000",충무로헤센스마트,9,0,21,21.04, , ,90,11140,2
 ,2016, , ,2020,충무로5가,"3,000",충무로엘크루메크로시티2차,9,70,23,22.75, , ,36-2,11140,16
 ,1982, , ,2020,묵정동,"10,000",충무,9,70,7,67.77, , ,11-2,11140,8
 ,1981, , ,2020,묵정동,"1,000",묵정,9,85,14,52.46, , ,11-67,11140,3
 ,1981, , ,2020,묵정동,"26,000",묵정,9,0,15,52.46, , ,11-67,11140,2
 ,1981, , ,2020,묵정동,"29,000",묵정,9,0,21,52.46, , ,11-67,11140,5
 ,1981, , ,2020,묵정동,"29,000",묵정,9,0,26,52.46, , ,11-67,11140,6
 ,2011, , ,2020,장충동2가,"1,000",파크원빌,9,60,1,14.28, , ,211,11140,5
 ,2011, , ,2020,장충동2가,"1,000",파크원빌,9,60,15,13.51, , ,211,11140,8
 ,2011, , ,2020,장충동2가,"1,000",파크원빌,9,60,19,13.12, , ,211,11140,9
 ,2020, , ,2020,오장동,"15,000",오렌지카운티을지로,9,5,17,12.43, , ,145-1,11140,11
 ,2020, , ,2020,오장동,"18,000",오렌지카운티을지로,9,0,23,15.79, , ,145-1,11140,13
 ,2020, , ,2020,오장동,"1,000",오렌지카운티을지로,9,75,24,15.79, , ,145-1,11140,13
 ,2020, , ,2020,오장동,"3,000",오렌지카운티을지로,9,50,26,12.43, , ,145-1,11140,10
 ,2020, , ,2020,오장동,"15,000",오렌지카운티을지로,9,0,26,12.43, , ,145-1,11140,8
 ,2000, , ,2020,신당동,"32,000",약수넥스빌,9,15,1,84.93, , ,377-26,11140,3
 ,2002, , ,2020,신당동,"50,000",대성드림,9,0,2,82.23, , ,290-52,11140,3
 ,2011, , ,2020,신당동,"15,000",(340-127),9,0,3,16.38, , ,340-127,11140,10
 ,1999, , ,2020,신당동,"49,000",약수하이츠,9,0,3,57.63, , ,842,11140,17
 ,2012, , ,2020,신당동,"16,000",(340-45),9,0,3,18.9, , ,340-45,11140,2
 ,2002, , ,2020,신당동,"58,000",남산타운,9,0,4,84.88, , ,844,11140,4
 ,1999, , ,2020,신당동,"10,000",약수하이츠,9,128,5,84.88, , ,842,11140,16
 ,2011, , ,2020,신당동,"69,300",청구e편한세상,9,0,5,84.95, , ,852,11140,7
 ,2011, , ,2020,신당동,"40,000",청구e편한세상,9,160,7,118.47, , ,852,11140,14
 ,2011, , ,2020,신당동,"60,000",래미안하이베르,9,0,8,59.74, , ,851,11140,2
 ,2019, , ,2020,신당동,"1,000",신당파인힐하나유보라,9,70,8,24.3931, , ,855,11140,8
 ,2002, , ,2020,신당동,"2,955",남산타운(임대),9,6,10,32.76, , ,844,11140,16
 ,2002, , ,2020,신당동,"20,000",남산타운,9,0,10,114.88, , ,844,11140,1
