갱신요구권사용,건축년도,계약구분,계약기간,년,법정동,보증금액,아파트,월,월세금액,일,전용면적,종전계약보증금,종전계약월세,지번,지역코드,층
 ,2003,신규,22.06~24.06,2022,미아동,"40,000",경남아너스빌(1356-0),5,0,1,59.964, , ,1356,11305,8
 ,2022,신규,22.06~24.06,2022,미아동,"42,000",꿈의숲한신더휴,5,0,1,59.98, , ,1371,11305,6
사용,2004,갱신,22.05~24.05,2022,미아동,"39,900",에스케이북한산시티,5,0,1,84.76,"38,000", ,1353,11305,3
 ,2004, , ,2022,미아동,"38,500",에스케이북한산시티,5,0,2,84.92, , ,1353,11305,8
사용,2004,갱신,22.05~23.05,2022,미아동,"37,800",에스케이북한산시티,5,0,2,84.71,"36,000", ,1353,11305,19
 ,2022,신규,22.06~24.06,2022,미아동,"58,500",꿈의숲한신더휴,5,0,2,84.82, , ,1371,11305,5
사용,2011,갱신,22.07~24.07,2022,미아동,"35,000",두산위브트레지움,5,5,2,59.82,"35,000", ,811,11305,8
 ,2010, , ,2022,미아동,"2,735",래미안트리베라2단지(임대),5,27,2,42.2, , ,812,11305,4
 ,2010, , ,2022,미아동,"2,735",래미안트리베라2단지(임대),5,27,2,42.2, , ,812,11305,13
 ,2010, , ,2022,미아동,"2,532",래미안트리베라2단지(임대),5,25,2,38.99, , ,812,11305,20
사용,2010,갱신,22.05~24.05,2022,미아동,"12,000",래미안트리베라1단지,5,90,2,84.97,"12,000",90,813,11305,10
 ,2010, , ,2022,미아동,"2,735",래미안트리베라2단지(임대),5,27,2,42.2, , ,812,11305,2
 ,2010, , ,2022,미아동,"5,218",래미안트리베라2단지(임대),5,10,2,38.99, , ,812,11305,20
 ,2010, , ,2022,미아동,"4,882",래미안트리베라2단지(임대),5,15,2,42.2, , ,812,11305,4
 ,2010, , ,2022,미아동,504,래미안트리베라2단지(임대),5,11,2,38.99, , ,812,11305,19
 ,2010, , ,2022,미아동,"5,000",송천센트레빌,5,10,2,59.818, , ,461,11305,15
사용,2000,갱신,22.06~24.06,2022,미아동,"29,400",미아신구,5,0,3,84.9,"28,000", ,1352,11305,2
 ,2019,신규, ,2022,미아동,"10,144",꿈의숲해링턴플레이스,5,16,3,49.48, , ,1369,11305,5
 ,2004,신규,22.05~24.05,2022,미아동,"37,000",벽산라이브파크,5,0,3,60, , ,1354,11305,17
 ,2004,신규,22.05~24.05,2022,미아동,"37,000",벽산라이브파크,5,0,3,60, , ,1354,11305,17
사용,2003,갱신,22.05~24.05,2022,미아동,"37,800",삼각산아이원,5,0,4,84.705,"36,000", ,1357,11305,5
 ,2003,신규,22.07~24.07,2022,미아동,"55,000",경남아너스빌(1356-0),5,0,4,114.922, , ,1356,11305,2
사용,2010,갱신,22.05~24.05,2022,미아동,"31,500",삼성래미안트리베라2단지,5,58,5,84.29,"30,000",55,812,11305,8
 ,2004,신규,22.05~24.05,2022,미아동,"5,000",벽산라이브파크,5,180,5,114.68, , ,1354,11305,8
 ,2004,신규,22.06~24.06,2022,미아동,"35,000",에스케이북한산시티,5,0,5,59.98, , ,1353,11305,5
사용,2004,갱신,22.05~24.05,2022,미아동,"37,800",에스케이북한산시티,5,0,5,84.76,"36,000", ,1353,11305,13
 ,2022,신규,22.06~24.06,2022,미아동,"48,000",꿈의숲한신더휴,5,0,5,59.98, , ,1371,11305,11
