갱신요구권사용,건축년도,계약구분,계약기간,년,법정동,보증금액,아파트,월,월세금액,일,전용면적,종전계약보증금,종전계약월세,지번,지역코드,층
 ,2003, , ,2022,역삼동,"1,000",우림루미아트2,2,70,3,23.66, , ,706-10,11680,5
 ,2003,신규,22.02~23.02,2022,역삼동,"1,000",우림루미아트2,2,70,3,23.66, , ,706-10,11680,5
 ,2005,신규,22.02~24.02,2022,역삼동,"10,000",e-편한세상,2,325,3,59.606, , ,755-4,11680,19
 ,2006,신규,22.02~24.02,2022,역삼동,"117,000",역삼푸르지오,2,0,3,59.8848, , ,754-1,11680,4
사용,2004,갱신,22.02~24.02,2022,역삼동,"71,000",역삼이안애에이,2,0,3,108.3,"68,000", ,777-2,11680,2
 ,2002, , ,2022,역삼동,"10,000",대우디오빌,2,155,3,59.145, , ,720-25,11680,16
 ,2002,신규,22.02~23.02,2022,역삼동,"10,000",대우디오빌,2,155,3,59.145, , ,720-25,11680,16
사용,2006,갱신,22.02~24.02,2022,역삼동,"112,350",역삼푸르지오,2,0,3,84.9097,"107,000", ,754-1,11680,13
사용,2004,갱신,22.02~24.03,2022,역삼동,"47,000",우정에쉐르3,2,0,4,66.31,"45,000", ,707-15,11680,9
사용,2004,갱신,22.04~24.04,2022,역삼동,"51,450",현대하이츠,2,0,4,73.48,"49,000", ,775-15,11680,6
 ,2001, , ,2022,역삼동,"1,000",한화진넥스빌,2,97,4,43.58, , ,706-20,11680,11
사용,2006,갱신, ,2022,역삼동,"36,750",역삼I'PARK,2,0,4,28.246,"35,000", ,713-11,11680,2
 ,2014,갱신,22.02~24.02,2022,역삼동,"210,000",테헤란아이파크,2,0,4,118.0315,"160,000", ,709-5,11680,13
 ,2005,갱신,22.02~24.02,2022,역삼동,"75,000",역삼동월드메르디앙,2,20,4,103.07,"75,000", ,795-41,11680,9
 ,2013, , ,2022,역삼동,"3,000",에레프,2,73,4,14.31, , ,831-29,11680,5
 ,2014,갱신,22.05~24.05,2022,역삼동,"150,000",테헤란아이파크,2,0,4,92.6232,"128,000", ,709-5,11680,6
사용,2006,갱신,22.03~24.03,2022,역삼동,"82,900",개나리래미안,2,0,5,59.95,"79,000", ,754,11680,7
 ,2013,신규,22.02~23.02,2022,역삼동,"7,000",에레프,2,50,5,14.31, , ,831-29,11680,7
사용,2016,갱신,22.02~24.02,2022,역삼동,"102,000",역삼자이,2,82,5,84.993,"100,000",70,711-3,11680,14
 ,2005,신규,22.04~24.04,2022,역삼동,"140,000",역삼래미안,2,0,5,80.87, , ,757,11680,2
 ,2005,갱신,22.03~24.03,2022,역삼동,"40,000",역삼래미안,2,125,5,59.53,"40,000",95,757,11680,4
 ,2002, , ,2022,역삼동,"41,800",역삼동하나빌,2,0,5,52.31, , ,681-26,11680,7
 ,2002, , ,2022,역삼동,"30,000",대우디오빌,2,0,5,39.13, , ,720-25,11680,15
사용,2005,갱신,22.02~24.02,2022,역삼동,"82,000",역삼래미안,2,0,5,59.4,"82,000", ,757,11680,21
사용,2005,갱신,22.02~24.02,2022,역삼동,"87,000",역삼래미안,2,0,5,59.4,"83,000", ,757,11680,19
 ,2005,갱신,22.02~24.02,2022,역삼동,"77,900",역삼래미안,2,0,5,59.4,"65,000",23,757,11680,19
 ,2005, , ,2022,역삼동,"87,000",역삼래미안,2,0,5,59.4, , ,757,11680,19
사용,2010,갱신,22.02~24.02,2022,역삼동,"70,000",래미안그레이튼(진달래2차),2,208,7,121.54,"70,000",190,762-3,11680,20
 ,2014, , ,2022,역삼동,"200,000",테헤란아이파크,2,0,7,118.0315, , ,709-5,11680,9
